PERSON_TYPE,PER,ORIG_PURPOSE,QUANTITY
ALL,26,OTHMAINT,958
ALL,26,SCHOOL,-1358
ALL,26,SHOPPING,297
ALL,26,SOCIAL,-6
ALL,26,UNIVERSITY,533
ALL,26,WORK,8936
ALL,27,ATWORK,122
ALL,27,EATOUT,1
ALL,27,ESCORT,821
ALL,27,HOME,-6725
ALL,27,OTHDISCR,401
ALL,27,OTHMAINT,1228
ALL,27,SCHOOL,-1942
ALL,27,SHOPPING,1130
ALL,27,SOCIAL,-408
ALL,27,UNIVERSITY,536
ALL,27,WORK,7587
ALL,28,ATWORK,-50
ALL,28,EATOUT,204
ALL,28,ESCORT,1117
ALL,28,HOME,-5693
ALL,28,OTHDISCR,701
ALL,28,OTHMAINT,470
ALL,28,SCHOOL,-1317
ALL,28,SHOPPING,570
ALL,28,SOCIAL,-357
ALL,28,UNIVERSITY,609
ALL,28,WORK,5954
ALL,29,ATWORK,95
ALL,29,EATOUT,618
ALL,29,ESCORT,1322
ALL,29,HOME,-6731
ALL,29,OTHDISCR,1453
ALL,29,OTHMAINT,2217
ALL,29,SCHOOL,-1911
ALL,29,SHOPPING,1159
ALL,29,SOCIAL,106
ALL,29,UNIVERSITY,528
ALL,29,WORK,4697
ALL,30,ATWORK,-49
ALL,30,EATOUT,293
ALL,30,ESCORT,-221
ALL,30,HOME,-3945
ALL,30,OTHDISCR,1101
ALL,30,OTHMAINT,1880
ALL,30,SCHOOL,-1236
ALL,30,SHOPPING,1106
ALL,30,SOCIAL,-166
ALL,30,UNIVERSITY,356
ALL,30,WORK,2966
ALL,31,ATWORK,-154
ALL,31,EATOUT,-341
ALL,31,ESCORT,648
ALL,31,HOME,-1359
ALL,31,OTHDISCR,1555
ALL,31,OTHMAINT,2003
ALL,31,SCHOOL,-1028
ALL,31,SHOPPING,1294
ALL,31,SOCIAL,-196
ALL,31,UNIVERSITY,44
ALL,31,WORK,786
ALL,32,ATWORK,-200
ALL,32,EATOUT,207
ALL,32,ESCORT,558
ALL,32,HOME,1213
ALL,32,OTHDISCR,1495
ALL,32,OTHMAINT,1057
ALL,32,SCHOOL,-703
ALL,32,SHOPPING,1227
ALL,32,SOCIAL,-34
ALL,32,UNIVERSITY,3
ALL,32,WORK,-1201
ALL,33,ATWORK,-229
ALL,33,EATOUT,-518
ALL,33,ESCORT,-659
ALL,33,HOME,2136
ALL,33,OTHDISCR,1368
ALL,33,OTHMAINT,366
ALL,33,SCHOOL,-551
ALL,33,SHOPPING,1195
ALL,33,SOCIAL,-458
ALL,33,UNIVERSITY,4
ALL,33,WORK,-3101
ALL,34,ATWORK,-78
ALL,34,EATOUT,865
ALL,34,ESCORT,-741
ALL,34,HOME,395
ALL,34,OTHDISCR,2267
ALL,34,OTHMAINT,1059
ALL,34,SCHOOL,-449
ALL,34,SHOPPING,1615
ALL,34,SOCIAL,-254
ALL,34,UNIVERSITY,-141
ALL,34,WORK,-2538
ALL,35,ATWORK,-59
ALL,35,EATOUT,511
ALL,35,ESCORT,-486
ALL,35,HOME,-886
ALL,35,OTHDISCR,2508
ALL,35,OTHMAINT,1021
ALL,35,SCHOOL,-307
ALL,35,SHOPPING,1452
ALL,35,SOCIAL,-204
ALL,35,UNIVERSITY,105
ALL,35,WORK,-2235
ALL,36,ATWORK,-160
ALL,36,EATOUT,523
ALL,36,ESCORT,832
ALL,36,HOME,-1058
ALL,36,OTHDISCR,1744
ALL,36,OTHMAINT,1271
ALL,36,SCHOOL,-280
ALL,36,SHOPPING,1576
ALL,36,SOCIAL,-274
ALL,36,UNIVERSITY,84
ALL,36,WORK,-2045
ALL,37,ATWORK,-147
ALL,37,EATOUT,260
ALL,37,ESCORT,-103
ALL,37,HOME,-1423
ALL,37,OTHDISCR,1266
ALL,37,OTHMAINT,1396
ALL,37,SCHOOL,-140
ALL,37,SHOPPING,1408
ALL,37,SOCIAL,-324
ALL,37,UNIVERSITY,141
ALL,37,WORK,-1661
ALL,38,ATWORK,-79
ALL,38,EATOUT,14
ALL,38,ESCORT,301
ALL,38,HOME,-218
ALL,38,OTHDISCR,849
ALL,38,OTHMAINT,835
ALL,38,SCHOOL,-129
ALL,38,SHOPPING,285
ALL,38,SOCIAL,-171
ALL,38,UNIVERSITY,212
ALL,38,WORK,-1672
ALL,39,ATWORK,-128
ALL,39,EATOUT,-43
ALL,39,ESCORT,250
ALL,39,HOME,336
ALL,39,OTHDISCR,208
ALL,39,OTHMAINT,861
ALL,39,SCHOOL,-98
ALL,39,SHOPPING,-103
ALL,39,SOCIAL,218
ALL,39,UNIVERSITY,155
ALL,39,WORK,-1539
ALL,40,ATWORK,7
ALL,40,EATOUT,5
ALL,40,ESCORT,-105
ALL,40,HOME,739
ALL,40,OTHDISCR,503
ALL,40,OTHMAINT,579
ALL,40,SCHOOL,-57
ALL,40,SHOPPING,98
ALL,40,SOCIAL,39
ALL,40,UNIVERSITY,230
ALL,40,WORK,-1150
ALL,41,ATWORK,-85
ALL,41,EATOUT,131
ALL,41,ESCORT,-130
ALL,41,HOME,1253
ALL,41,OTHDISCR,230
ALL,41,OTHMAINT,576
ALL,41,SCHOOL,-78
ALL,41,SHOPPING,-331
ALL,41,SOCIAL,-167
ALL,41,UNIVERSITY,264
ALL,41,WORK,-1128
ALL,42,ATWORK,-69
ALL,42,EATOUT,206
ALL,42,ESCORT,-88
ALL,42,HOME,1025
ALL,42,OTHDISCR,112
ALL,42,OTHMAINT,806
ALL,42,SCHOOL,-79
ALL,42,SHOPPING,54
ALL,42,SOCIAL,32
ALL,42,UNIVERSITY,105
ALL,42,WORK,-1207
ALL,43,ATWORK,-52
ALL,43,EATOUT,172
ALL,43,ESCORT,49
ALL,43,HOME,587
ALL,43,OTHDISCR,141
ALL,43,OTHMAINT,269
ALL,43,SCHOOL,-128
ALL,43,SHOPPING,-28
ALL,43,SOCIAL,239
ALL,43,UNIVERSITY,24
ALL,43,WORK,-739
ALL,44,ATWORK,-29
ALL,44,EATOUT,69
ALL,44,ESCORT,296
ALL,44,HOME,1052
ALL,44,OTHDISCR,-58
ALL,44,OTHMAINT,160
ALL,44,SCHOOL,-138
ALL,44,SHOPPING,92
ALL,44,SOCIAL,56
ALL,44,UNIVERSITY,-36
ALL,44,WORK,-392
ALL,45,ATWORK,-45
ALL,45,EATOUT,126
ALL,45,ESCORT,-18
ALL,45,HOME,837
ALL,45,OTHDISCR,-11
ALL,45,OTHMAINT,28
ALL,45,SCHOOL,-149
ALL,45,SHOPPING,47
ALL,45,SOCIAL,-43
ALL,45,UNIVERSITY,-16
ALL,45,WORK,-315
ALL,46,ATWORK,-21
ALL,46,EATOUT,53
ALL,46,ESCORT,23
ALL,46,HOME,948
ALL,46,OTHDISCR,-42
ALL,46,OTHMAINT,24
ALL,46,SCHOOL,-123
ALL,46,SHOPPING,-71
ALL,46,SOCIAL,31
ALL,46,UNIVERSITY,-7
ALL,46,WORK,-289
ALL,47,ATWORK,-14
ALL,47,EATOUT,-44
ALL,47,ESCORT,-38
ALL,47,HOME,777
ALL,47,OTHDISCR,-25
ALL,47,OTHMAINT,104
ALL,47,SCHOOL,-40
ALL,47,SHOPPING,-69
ALL,47,SOCIAL,35
ALL,47,UNIVERSITY,-11
ALL,47,WORK,-233
ALL,48,ATWORK,-15
ALL,48,EATOUT,23
ALL,48,ESCORT,-28
ALL,48,HOME,934
ALL,48,OTHDISCR,-35
ALL,48,OTHMAINT,34
ALL,48,SCHOOL,-4
ALL,48,SHOPPING,-193
ALL,48,SOCIAL,53
ALL,48,UNIVERSITY,-13
ALL,48,WORK,-107
CHILD TOO YOUNG FOR SCHOOL,1,EATOUT,-3
CHILD TOO YOUNG FOR SCHOOL,1,ESCORT,1
CHILD TOO YOUNG FOR SCHOOL,1,HOME,241
CHILD TOO YOUNG FOR SCHOOL,1,OTHDISCR,5
CHILD TOO YOUNG FOR SCHOOL,1,OTHMAINT,69
CHILD TOO YOUNG FOR SCHOOL,1,SCHOOL,-21
CHILD TOO YOUNG FOR SCHOOL,1,SHOPPING,-23
CHILD TOO YOUNG FOR SCHOOL,1,SOCIAL,3
CHILD TOO YOUNG FOR SCHOOL,2,EATOUT,8
CHILD TOO YOUNG FOR SCHOOL,2,ESCORT,-14
CHILD TOO YOUNG FOR SCHOOL,2,HOME,219
CHILD TOO YOUNG FOR SCHOOL,2,OTHDISCR,-6
CHILD TOO YOUNG FOR SCHOOL,2,OTHMAINT,31
CHILD TOO YOUNG FOR SCHOOL,2,SCHOOL,-33
CHILD TOO YOUNG FOR SCHOOL,2,SHOPPING,-34
CHILD TOO YOUNG FOR SCHOOL,2,SOCIAL,6
CHILD TOO YOUNG FOR SCHOOL,3,EATOUT,17
CHILD TOO YOUNG FOR SCHOOL,3,ESCORT,36
CHILD TOO YOUNG FOR SCHOOL,3,HOME,316
CHILD TOO YOUNG FOR SCHOOL,3,OTHDISCR,-31
CHILD TOO YOUNG FOR SCHOOL,3,OTHMAINT,8
CHILD TOO YOUNG FOR SCHOOL,3,SCHOOL,-48
CHILD TOO YOUNG FOR SCHOOL,3,SHOPPING,-4
CHILD TOO YOUNG FOR SCHOOL,3,SOCIAL,20
CHILD TOO YOUNG FOR SCHOOL,4,EATOUT,29
CHILD TOO YOUNG FOR SCHOOL,4,ESCORT,0
CHILD TOO YOUNG FOR SCHOOL,4,HOME,325
CHILD TOO YOUNG FOR SCHOOL,4,OTHDISCR,-35
CHILD TOO YOUNG FOR SCHOOL,4,OTHMAINT,-9
CHILD TOO YOUNG FOR SCHOOL,4,SCHOOL,-46
CHILD TOO YOUNG FOR SCHOOL,4,SHOPPING,-13
CHILD TOO YOUNG FOR SCHOOL,4,SOCIAL,8
CHILD TOO YOUNG FOR SCHOOL,5,EATOUT,22
CHILD TOO YOUNG FOR SCHOOL,5,ESCORT,-17
CHILD TOO YOUNG FOR SCHOOL,5,HOME,292
CHILD TOO YOUNG FOR SCHOOL,5,OTHDISCR,-36
CHILD TOO YOUNG FOR SCHOOL,5,OTHMAINT,-61
CHILD TOO YOUNG FOR SCHOOL,5,SCHOOL,-59
CHILD TOO YOUNG FOR SCHOOL,5,SHOPPING,28
CHILD TOO YOUNG FOR SCHOOL,5,SOCIAL,29
CHILD TOO YOUNG FOR SCHOOL,6,EATOUT,13
CHILD TOO YOUNG FOR SCHOOL,6,ESCORT,-51
CHILD TOO YOUNG FOR SCHOOL,6,HOME,250
CHILD TOO YOUNG FOR SCHOOL,6,OTHDISCR,54
CHILD TOO YOUNG FOR SCHOOL,6,OTHMAINT,-58
CHILD TOO YOUNG FOR SCHOOL,6,SCHOOL,-59
CHILD TOO YOUNG FOR SCHOOL,6,SHOPPING,-24
CHILD TOO YOUNG FOR SCHOOL,6,SOCIAL,30
CHILD TOO YOUNG FOR SCHOOL,7,EATOUT,43
CHILD TOO YOUNG FOR SCHOOL,7,ESCORT,9
CHILD TOO YOUNG FOR SCHOOL,7,HOME,195
CHILD TOO YOUNG FOR SCHOOL,7,OTHDISCR,21
CHILD TOO YOUNG FOR SCHOOL,7,OTHMAINT,8
CHILD TOO YOUNG FOR SCHOOL,7,SCHOOL,-153
CHILD TOO YOUNG FOR SCHOOL,7,SHOPPING,-64
CHILD TOO YOUNG FOR SCHOOL,7,SOCIAL,20
CHILD TOO YOUNG FOR SCHOOL,8,EATOUT,88
CHILD TOO YOUNG FOR SCHOOL,8,ESCORT,87
CHILD TOO YOUNG FOR SCHOOL,8,HOME,211
CHILD TOO YOUNG FOR SCHOOL,8,OTHDISCR,104
CHILD TOO YOUNG FOR SCHOOL,8,OTHMAINT,40
CHILD TOO YOUNG FOR SCHOOL,8,SCHOOL,-269
CHILD TOO YOUNG FOR SCHOOL,8,SHOPPING,25
CHILD TOO YOUNG FOR SCHOOL,8,SOCIAL,108
CHILD TOO YOUNG FOR SCHOOL,9,EATOUT,33
CHILD TOO YOUNG FOR SCHOOL,9,ESCORT,194
CHILD TOO YOUNG FOR SCHOOL,9,HOME,226
CHILD TOO YOUNG FOR SCHOOL,9,OTHDISCR,37
CHILD TOO YOUNG FOR SCHOOL,9,OTHMAINT,-123
CHILD TOO YOUNG FOR SCHOOL,9,SCHOOL,-396
CHILD TOO YOUNG FOR SCHOOL,9,SHOPPING,95
CHILD TOO YOUNG FOR SCHOOL,9,SOCIAL,18
CHILD TOO YOUNG FOR SCHOOL,10,EATOUT,24
CHILD TOO YOUNG FOR SCHOOL,10,ESCORT,126
CHILD TOO YOUNG FOR SCHOOL,10,HOME,448
CHILD TOO YOUNG FOR SCHOOL,10,OTHDISCR,-133
CHILD TOO YOUNG FOR SCHOOL,10,OTHMAINT,-45
CHILD TOO YOUNG FOR SCHOOL,10,SCHOOL,-354
CHILD TOO YOUNG FOR SCHOOL,10,SHOPPING,31
CHILD TOO YOUNG FOR SCHOOL,10,SOCIAL,96
CHILD TOO YOUNG FOR SCHOOL,11,EATOUT,52
CHILD TOO YOUNG FOR SCHOOL,11,ESCORT,-62
CHILD TOO YOUNG FOR SCHOOL,11,HOME,483
CHILD TOO YOUNG FOR SCHOOL,11,OTHDISCR,-188
CHILD TOO YOUNG FOR SCHOOL,11,OTHMAINT,96
CHILD TOO YOUNG FOR SCHOOL,11,SCHOOL,-351
CHILD TOO YOUNG FOR SCHOOL,11,SHOPPING,150
CHILD TOO YOUNG FOR SCHOOL,11,SOCIAL,135
CHILD TOO YOUNG FOR SCHOOL,12,EATOUT,68
CHILD TOO YOUNG FOR SCHOOL,12,ESCORT,18
CHILD TOO YOUNG FOR SCHOOL,12,HOME,239
CHILD TOO YOUNG FOR SCHOOL,12,OTHDISCR,-168
CHILD TOO YOUNG FOR SCHOOL,12,OTHMAINT,79
CHILD TOO YOUNG FOR SCHOOL,12,SCHOOL,-363
CHILD TOO YOUNG FOR SCHOOL,12,SHOPPING,144
CHILD TOO YOUNG FOR SCHOOL,12,SOCIAL,125
CHILD TOO YOUNG FOR SCHOOL,13,EATOUT,38
CHILD TOO YOUNG FOR SCHOOL,13,ESCORT,102
CHILD TOO YOUNG FOR SCHOOL,13,HOME,384
CHILD TOO YOUNG FOR SCHOOL,13,OTHDISCR,-77
CHILD TOO YOUNG FOR SCHOOL,13,OTHMAINT,170
CHILD TOO YOUNG FOR SCHOOL,13,SCHOOL,-296
CHILD TOO YOUNG FOR SCHOOL,13,SHOPPING,-27
CHILD TOO YOUNG FOR SCHOOL,13,SOCIAL,159
CHILD TOO YOUNG FOR SCHOOL,14,EATOUT,22
CHILD TOO YOUNG FOR SCHOOL,14,ESCORT,19
CHILD TOO YOUNG FOR SCHOOL,14,HOME,492
CHILD TOO YOUNG FOR SCHOOL,14,OTHDISCR,-157
CHILD TOO YOUNG FOR SCHOOL,14,OTHMAINT,-119
CHILD TOO YOUNG FOR SCHOOL,14,SCHOOL,-177
CHILD TOO YOUNG FOR SCHOOL,14,SHOPPING,-93
CHILD TOO YOUNG FOR SCHOOL,14,SOCIAL,73
CHILD TOO YOUNG FOR SCHOOL,15,EATOUT,15
CHILD TOO YOUNG FOR SCHOOL,15,ESCORT,24
CHILD TOO YOUNG FOR SCHOOL,15,HOME,522
CHILD TOO YOUNG FOR SCHOOL,15,OTHDISCR,-194
CHILD TOO YOUNG FOR SCHOOL,15,OTHMAINT,-111
CHILD TOO YOUNG FOR SCHOOL,15,SCHOOL,-150
CHILD TOO YOUNG FOR SCHOOL,15,SHOPPING,-91
CHILD TOO YOUNG FOR SCHOOL,15,SOCIAL,48
CHILD TOO YOUNG FOR SCHOOL,16,EATOUT,-26
CHILD TOO YOUNG FOR SCHOOL,16,ESCORT,64
CHILD TOO YOUNG FOR SCHOOL,16,HOME,547
CHILD TOO YOUNG FOR SCHOOL,16,OTHDISCR,-207
CHILD TOO YOUNG FOR SCHOOL,16,OTHMAINT,-72
CHILD TOO YOUNG FOR SCHOOL,16,SCHOOL,-120
CHILD TOO YOUNG FOR SCHOOL,16,SHOPPING,-92
CHILD TOO YOUNG FOR SCHOOL,16,SOCIAL,97
CHILD TOO YOUNG FOR SCHOOL,17,EATOUT,-61
CHILD TOO YOUNG FOR SCHOOL,17,ESCORT,27
CHILD TOO YOUNG FOR SCHOOL,17,HOME,492
CHILD TOO YOUNG FOR SCHOOL,17,OTHDISCR,-178
CHILD TOO YOUNG FOR SCHOOL,17,OTHMAINT,64
CHILD TOO YOUNG FOR SCHOOL,17,SCHOOL,-99
CHILD TOO YOUNG FOR SCHOOL,17,SHOPPING,-47
CHILD TOO YOUNG FOR SCHOOL,17,SOCIAL,-1
CHILD TOO YOUNG FOR SCHOOL,18,EATOUT,-22
CHILD TOO YOUNG FOR SCHOOL,18,ESCORT,58
CHILD TOO YOUNG FOR SCHOOL,18,HOME,336
CHILD TOO YOUNG FOR SCHOOL,18,OTHDISCR,-89
CHILD TOO YOUNG FOR SCHOOL,18,OTHMAINT,54
CHILD TOO YOUNG FOR SCHOOL,18,SCHOOL,-89
CHILD TOO YOUNG FOR SCHOOL,18,SHOPPING,-104
CHILD TOO YOUNG FOR SCHOOL,18,SOCIAL,48
CHILD TOO YOUNG FOR SCHOOL,19,EATOUT,-45
CHILD TOO YOUNG FOR SCHOOL,19,ESCORT,18
CHILD TOO YOUNG FOR SCHOOL,19,HOME,279
CHILD TOO YOUNG FOR SCHOOL,19,OTHDISCR,31
CHILD TOO YOUNG FOR SCHOOL,19,OTHMAINT,-7
CHILD TOO YOUNG FOR SCHOOL,19,SCHOOL,-101
CHILD TOO YOUNG FOR SCHOOL,19,SHOPPING,-87
CHILD TOO YOUNG FOR SCHOOL,19,SOCIAL,35
CHILD TOO YOUNG FOR SCHOOL,20,EATOUT,-70
CHILD TOO YOUNG FOR SCHOOL,20,ESCORT,-9
CHILD TOO YOUNG FOR SCHOOL,20,HOME,365
CHILD TOO YOUNG FOR SCHOOL,20,OTHDISCR,-17
CHILD TOO YOUNG FOR SCHOOL,20,OTHMAINT,-35
CHILD TOO YOUNG FOR SCHOOL,20,SCHOOL,-82
CHILD TOO YOUNG FOR SCHOOL,20,SHOPPING,-37
CHILD TOO YOUNG FOR SCHOOL,20,SOCIAL,91
CHILD TOO YOUNG FOR SCHOOL,21,EATOUT,-33
CHILD TOO YOUNG FOR SCHOOL,21,ESCORT,96
CHILD TOO YOUNG FOR SCHOOL,21,HOME,387
CHILD TOO YOUNG FOR SCHOOL,21,OTHDISCR,47
CHILD TOO YOUNG FOR SCHOOL,21,OTHMAINT,128
CHILD TOO YOUNG FOR SCHOOL,21,SCHOOL,-124
CHILD TOO YOUNG FOR SCHOOL,21,SHOPPING,42
CHILD TOO YOUNG FOR SCHOOL,21,SOCIAL,-65
CHILD TOO YOUNG FOR SCHOOL,22,EATOUT,-53
CHILD TOO YOUNG FOR SCHOOL,22,ESCORT,110
CHILD TOO YOUNG FOR SCHOOL,22,HOME,319
CHILD TOO YOUNG FOR SCHOOL,22,OTHDISCR,148
CHILD TOO YOUNG FOR SCHOOL,22,OTHMAINT,-70
CHILD TOO YOUNG FOR SCHOOL,22,SCHOOL,-91
CHILD TOO YOUNG FOR SCHOOL,22,SHOPPING,-37
CHILD TOO YOUNG FOR SCHOOL,22,SOCIAL,-108
CHILD TOO YOUNG FOR SCHOOL,23,EATOUT,-79
