FROM,TO,Travel Time Savings
ForestGrove,HappyValley,6054.526965078349
ForestGrove,Hillsboro,-4173.019421583103
ForestGrove,Lents,10054.291597087238
ForestGrove,MilwaukietoLakeOswego,6672.197647394014
ForestGrove,PortlandCentralCity,56343.78991138668
ForestGrove,Rivergate,13253.617867111829
ForestGrove,SherwoodtoNewberg,-2859.0917187518
ForestGrove,Tigard,-10297.84094833999
ForestGrove,Tualatin,-9078.17947307584
ForestGrove,Vancouver,9082.97803314843
ForestGrove,WestLinntoOregonCity,64723.16871369133
ForestGrove,WillametteValley,6164.700422314649
ForestGrove,Wilsonville,-2526.053372878251
Gateway,Beaverton,144842.70994032614
Gateway,Clackamas,-111460.07853628123
Gateway,ClarkCounty,-10197.490550418606
Gateway,ColumbiaCounty,1039.1663849773433
Gateway,Damascus,285.110514832491
Gateway,External,0.0
Gateway,FairviewtoWoodVillagetoTroutdale,5415.553689973308
Gateway,ForestGrove,7629.521834107409
Gateway,Gateway,40979.353292553176
Gateway,Gresham,3751.054498843725
Gateway,HappyValley,-13872.77361427167
Gateway,Hillsboro,69133.52521874885
Gateway,Lents,-9534.288555923315
Gateway,MilwaukietoLakeOswego,74537.94115607858
Gateway,PortlandCentralCity,387059.2541191086
Gateway,Rivergate,26221.729890357667
Gateway,SherwoodtoNewberg,22804.891121459517
Gateway,Tigard,140433.94651983798
Gateway,Tualatin,100343.16864291426
Gateway,Vancouver,-543.5449464864116
Gateway,WestLinntoOregonCity,-98328.78913153415
Gateway,WillametteValley,-15959.971972706748
Gateway,Wilsonville,65107.323075055625
Gresham,Beaverton,67300.56767627633
Gresham,Clackamas,-33779.128431509555
Gresham,ClarkCounty,-4121.379232499323
Gresham,ColumbiaCounty,533.0947635768765
Gresham,Damascus,-833.5548186563008
Gresham,External,0.0
Gresham,FairviewtoWoodVillagetoTroutdale,-4986.344295003902
Gresham,ForestGrove,4700.302064351432
Gresham,Gateway,11445.137633211923
Gresham,Gresham,2497.0628211709563
Gresham,HappyValley,-15842.147659790333
Gresham,Hillsboro,39317.4895435436
Gresham,Lents,14474.629577720918
Gresham,MilwaukietoLakeOswego,40130.7811198453
Gresham,PortlandCentralCity,142575.25507630952
Gresham,Rivergate,6384.2625706506105
Gresham,SherwoodtoNewberg,20993.191053451268
Gresham,Tigard,71912.48062367676
Gresham,Tualatin,87645.90687682483
Gresham,Vancouver,-2092.347266605342
Gresham,WestLinntoOregonCity,-23639.3679080652
Gresham,WillametteValley,-3999.945899442482
Gresham,Wilsonville,62594.230858823714
HappyValley,Beaverton,120450.46397289752
HappyValley,Clackamas,-39902.08948068604
HappyValley,ClarkCounty,-9493.748675328525
HappyValley,ColumbiaCounty,302.36457883283794
HappyValley,Damascus,-10229.24088731591
HappyValley,External,0.0
HappyValley,FairviewtoWoodVillagetoTroutdale,-12718.147743091497
HappyValley,ForestGrove,5755.3128039808935
HappyValley,Gateway,-20981.1167197013
HappyValley,Gresham,-13450.728960305853
HappyValley,HappyValley,-25155.59083889453
HappyValley,Hillsboro,45869.995829582214
HappyValley,Lents,-2919.723903224445
HappyValley,MilwaukietoLakeOswego,94161.56414916126
HappyValley,PortlandCentralCity,107385.3878685315
HappyValley,Rivergate,-272.61149583006807
HappyValley,SherwoodtoNewberg,27354.085065459876
HappyValley,Tigard,186586.80134340812
HappyValley,Tualatin,129284.26891905679
HappyValley,Vancouver,-4895.674113034957
HappyValley,WestLinntoOregonCity,-41547.43922802804
HappyValley,WillametteValley,-7219.5745604862195
HappyValley,Wilsonville,88610.37992412459
Hillsboro,Beaverton,-2077.8660538325107
Hillsboro,Clackamas,100614.56233222055
Hillsboro,ClarkCounty,35150.98676089082
Hillsboro,ColumbiaCounty,1356.6582397108486
Hillsboro,Damascus,17162.098968201295
Hillsboro,External,0.0
Hillsboro,FairviewtoWoodVillagetoTroutdale,32304.268357040717
Hillsboro,ForestGrove,1032.4894057887698
Hillsboro,Gateway,76444.5077582694
Hillsboro,Gresham,14493.258490855544
Hillsboro,HappyValley,21626.854655584568
Hillsboro,Hillsboro,2580.7800963361346
Hillsboro,Lents,34873.25256635027
Hillsboro,MilwaukietoLakeOswego,22165.690923031245
Hillsboro,PortlandCentralCity,197539.75196218808
Hillsboro,Rivergate,44585.528712324805
Hillsboro,SherwoodtoNewberg,-6833.246511873375
Hillsboro,Tigard,-43634.609896848975
Hillsboro,Tualatin,-32557.660750585597
Hillsboro,Vancouver,37843.937246942216
Hillsboro,WestLinntoOregonCity,180009.96588372145
Hillsboro,WillametteValley,18302.916308926237
Hillsboro,Wilsonville,-12338.346963858818
Lents,Beaverton,147704.4493756699
Lents,Clackamas,-83996.26970064169
Lents,ClarkCounty,-9618.394012555009
Lents,ColumbiaCounty,750.6192411301828
Lents,Damascus,-1613.1011137731668
Lents,External,0.0
Lents,FairviewtoWoodVillagetoTroutdale,-5399.785536437578
Lents,ForestGrove,6790.443959726132
Lents,Gateway,-11978.451623300638
Lents,Gresham,3452.24495091042
Lents,HappyValley,-7133.150977209803
Lents,Hillsboro,59633.855850384345
Lents,Lents,11434.407386831848
Lents,MilwaukietoLakeOswego,112098.93352386527
Lents,PortlandCentralCity,342536.0942583158
Lents,Rivergate,9326.635055819379
Lents,SherwoodtoNewberg,33147.454121262854
Lents,Tigard,160317.7676241179
Lents,Tualatin,149839.77831947868
Lents,Vancouver,-4025.582873929849
Lents,WestLinntoOregonCity,-99759.76622438533
Lents,WillametteValley,-15684.646875001145
Lents,Wilsonville,94023.41496198476
MilwaukietoLakeOswego,Beaverton,131676.0086133715
MilwaukietoLakeOswego,Clackamas,227956.40237005855
MilwaukietoLakeOswego,ClarkCounty,19891.126611263
MilwaukietoLakeOswego,ColumbiaCounty,802.4126600353533
MilwaukietoLakeOswego,Damascus,19150.2975209395
MilwaukietoLakeOswego,External,0.0
MilwaukietoLakeOswego,FairviewtoWoodVillagetoTroutdale,25444.430039261144
MilwaukietoLakeOswego,ForestGrove,5410.835520797439
MilwaukietoLakeOswego,Gateway,93096.73502790877
MilwaukietoLakeOswego,Gresham,19954.430091720824
MilwaukietoLakeOswego,HappyValley,36981.15945633752
MilwaukietoLakeOswego,Hillsboro,41773.66184568454
MilwaukietoLakeOswego,Lents,75895.82007018727
MilwaukietoLakeOswego,MilwaukietoLakeOswego,490267.03840979724
MilwaukietoLakeOswego,PortlandCentralCity,653764.6297374341
MilwaukietoLakeOswego,Rivergate,49734.417843570096
MilwaukietoLakeOswego,SherwoodtoNewberg,32915.125492020234
MilwaukietoLakeOswego,Tigard,207653.84336482198
MilwaukietoLakeOswego,Tualatin,195362.85016113942
MilwaukietoLakeOswego,Vancouver,23177.537186578014
MilwaukietoLakeOswego,WestLinntoOregonCity,351454.8733513248
MilwaukietoLakeOswego,WillametteValley,17895.71125634497
MilwaukietoLakeOswego,Wilsonville,111971.6416545582
PortlandCentralCity,Beaverton,444570.56449106
PortlandCentralCity,Clackamas,108536.25179506527
PortlandCentralCity,ClarkCounty,56341.01088639608
PortlandCentralCity,ColumbiaCounty,1546.668396553396
PortlandCentralCity,Damascus,10642.443717490043
PortlandCentralCity,External,0.0
PortlandCentralCity,FairviewtoWoodVillagetoTroutdale,49127.50378439916
PortlandCentralCity,ForestGrove,12990.237269475632
PortlandCentralCity,Gateway,243474.9482905281
PortlandCentralCity,Gresham,32267.20290455325
PortlandCentralCity,HappyValley,16248.248947477028
PortlandCentralCity,Hillsboro,138339.872871214
PortlandCentralCity,Lents,133883.34702609555
PortlandCentralCity,MilwaukietoLakeOswego,469241.08840530936
PortlandCentralCity,PortlandCentralCity,1032465.015732516
PortlandCentralCity,Rivergate,61167.73379653778
PortlandCentralCity,SherwoodtoNewberg,33282.658581133954
PortlandCentralCity,Tigard,437083.7999452992
PortlandCentralCity,Tualatin,188857.84689407577
PortlandCentralCity,Vancouver,76635.43421279227
PortlandCentralCity,WestLinntoOregonCity,81736.53836078239
PortlandCentralCity,WillametteValley,-3090.5307282266303
PortlandCentralCity,Wilsonville,60664.61960760867
Rivergate,Beaverton,80075.98148961629
Rivergate,Clackamas,-19463.888471185892
Rivergate,ClarkCounty,23181.061242723248
Rivergate,ColumbiaCounty,1319.7521606864245
Rivergate,Damascus,874.9211958689419
Rivergate,External,0.0
Rivergate,FairviewtoWoodVillagetoTroutdale,6050.397968170004
Rivergate,ForestGrove,4739.553324693401
Rivergate,Gateway,36336.938330679484
Rivergate,Gresham,3283.005564941493
Rivergate,HappyValley,-2577.383484814559
Rivergate,Hillsboro,48423.22404543706
Rivergate,Lents,4364.44043219227
Rivergate,MilwaukietoLakeOswego,53259.487261155315
Rivergate,PortlandCentralCity,117259.71572284293
Rivergate,Rivergate,22736.58669483647
Rivergate,SherwoodtoNewberg,8507.957586222517
Rivergate,Tigard,71317.15891533643
Rivergate,Tualatin,41026.3752216753
Rivergate,Vancouver,35330.70479362991
Rivergate,WestLinntoOregonCity,-21858.19258304904
Rivergate,WillametteValley,-6763.62989756073
Rivergate,Wilsonville,13858.611429275154
SherwoodtoNewberg,Beaverton,-28156.480331442304
SherwoodtoNewberg,Clackamas,167802.10027819825
SherwoodtoNewberg,ClarkCounty,35324.47132755913
SherwoodtoNewberg,ColumbiaCounty,30.171861604259373
SherwoodtoNewberg,Damascus,27139.5055790966
SherwoodtoNewberg,External,0.0
SherwoodtoNewberg,FairviewtoWoodVillagetoTroutdale,60563.872028715654
SherwoodtoNewberg,ForestGrove,-2429.8909776380638
SherwoodtoNewberg,Gateway,103284.92319125622
SherwoodtoNewberg,Gresham,35223.858988171545
SherwoodtoNewberg,HappyValley,35559.7779283333
SherwoodtoNewberg,Hillsboro,-17634.89384624303
SherwoodtoNewberg,Lents,63999.226846865255
SherwoodtoNewberg,MilwaukietoLakeOswego,61745.9108523235
SherwoodtoNewberg,PortlandCentralCity,65670.46317622943
SherwoodtoNewberg,Rivergate,12459.015070020409
SherwoodtoNewberg,SherwoodtoNewberg,-9730.537952763878
SherwoodtoNewberg,Tigard,-71383.80590158982
SherwoodtoNewberg,Tualatin,-38809.60152218315
SherwoodtoNewberg,Vancouver,8774.345002209551
SherwoodtoNewberg,WestLinntoOregonCity,194398.99152044012
SherwoodtoNewberg,WillametteValley,14722.065085293301
SherwoodtoNewberg,Wilsonville,975.8695905514363
Tigard,Beaverton,-62772.46268777193
Tigard,Clackamas,261038.02016002405
Tigard,ClarkCounty,24627.323349602877
Tigard,ColumbiaCounty,276.32476021730804
Tigard,Damascus,34037.3490850952
Tigard,External,0.0
Tigard,FairviewtoWoodVillagetoTroutdale,33321.51040011476
Tigard,ForestGrove,-1844.5482734769641
Tigard,Gateway,94092.66113828096
Tigard,Gresham,22582.648737334923
Tigard,HappyValley,50362.485062413565
Tigard,Hillsboro,-16713.97821044802
Tigard,Lents,60259.671996232
Tigard,MilwaukietoLakeOswego,77950.71570144675
Tigard,PortlandCentralCity,261935.45677273985
Tigard,Rivergate,35557.638055735355
Tigard,SherwoodtoNewberg,-7049.111071919948
Tigard,Tigard,-123531.56639418054
Tigard,Tualatin,-64253.78377746423
Tigard,Vancouver,23088.967084042342
Tigard,WestLinntoOregonCity,263637.12188046466
Tigard,WillametteValley,19594.984160325763
Tigard,Wilsonville,-16709.397012216075
Tualatin,Beaverton,-75439.55777490076
Tualatin,Clackamas,174189.99140810597
Tualatin,ClarkCounty,49324.23780191647
Tualatin,ColumbiaCounty,-64.80218216473523
Tualatin,Damascus,21389.348819417788
Tualatin,External,0.0
Tualatin,FairviewtoWoodVillagetoTroutdale,51350.94860987328
Tualatin,ForestGrove,-1450.407383600642
Tualatin,Gateway,100106.37825892429
Tualatin,Gresham,29663.67891700835
Tualatin,HappyValley,35231.606869737145
Tualatin,Hillsboro,-17415.807810881804
Tualatin,Lents,67272.26146666189
Tualatin,MilwaukietoLakeOswego,80003.8783887508
Tualatin,PortlandCentralCity,98993.02861552725
Tualatin,Rivergate,14087.86922420158
Tualatin,SherwoodtoNewberg,-5827.083722738313
Tualatin,Tigard,-123581.17412679619
Tualatin,Tualatin,-48018.14761849438
Tualatin,Vancouver,14005.662104437617
Tualatin,WestLinntoOregonCity,232657.38861588328
Tualatin,WillametteValley,15225.124649610316
Tualatin,Wilsonville,-787.3439996455063
Vancouver,Beaverton,107366.97722890506
Vancouver,Clackamas,-37575.5899349
Vancouver,ClarkCounty,-87311.52592773705
Vancouver,ColumbiaCounty,1998.692005746573
Vancouver,Damascus,-3518.5626509658728
Vancouver,External,0.0
Vancouver,FairviewtoWoodVillagetoTroutdale,-21082.62856216327
Vancouver,ForestGrove,9984.377303958963
Vancouver,Gateway,-34076.72839505294
Vancouver,Gresham,-7520.165596508755
Vancouver,HappyValley,-6465.719367843946
Vancouver,Hillsboro,91821.63029029312
Vancouver,Lents,-15392.268432166853
Vancouver,MilwaukietoLakeOswego,38834.2374784035
Vancouver,PortlandCentralCity,396604.95122076216
Vancouver,Rivergate,134474.11396285566
Vancouver,SherwoodtoNewberg,11531.362199612478
Vancouver,Tigard,77246.3544997262
Vancouver,Tualatin,53428.683445064846
Vancouver,Vancouver,68146.02648331718
Vancouver,WestLinntoOregonCity,-29074.885251462852
Vancouver,WillametteValley,-9871.760686531898
Vancouver,Wilsonville,22959.575757895072
WestLinntoOregonCity,Beaverton,504419.41879397107
WestLinntoOregonCity,Clackamas,-183411.62635685503
WestLinntoOregonCity,ClarkCounty,-23123.12369354213
WestLinntoOregonCity,ColumbiaCounty,1761.361831261639
WestLinntoOregonCity,Damascus,3880.487204522723
WestLinntoOregonCity,External,0.0
WestLinntoOregonCity,FairviewtoWoodVillagetoTroutdale,-17581.697871520533
WestLinntoOregonCity,ForestGrove,25928.5318474276
WestLinntoOregonCity,Gateway,-100582.57361509668
WestLinntoOregonCity,Gresham,-6409.5544803390585
WestLinntoOregonCity,HappyValley,-14481.37461058015
WestLinntoOregonCity,Hillsboro,239072.6169112941
WestLinntoOregonCity,Lents,-61480.009097607726
WestLinntoOregonCity,MilwaukietoLakeOswego,532764.3280012286
WestLinntoOregonCity,PortlandCentralCity,266284.4489273702
WestLinntoOregonCity,Rivergate,-9169.866608708462
WestLinntoOregonCity,SherwoodtoNewberg,96737.31085564807
WestLinntoOregonCity,Tigard,617249.2998746535
WestLinntoOregonCity,Tualatin,555985.955953626
WestLinntoOregonCity,Vancouver,-11892.108816964304
WestLinntoOregonCity,WestLinntoOregonCity,469037.2520779116
WestLinntoOregonCity,WillametteValley,10622.377699203184
WestLinntoOregonCity,Wilsonville,355385.3776654897
WillametteValley,Beaverton,214365.59571825966
WillametteValley,Clackamas,-129292.72808240914
WillametteValley,ClarkCounty,-24988.41037736937
WillametteValley,ColumbiaCounty,598.3138676425092
WillametteValley,Damascus,-2986.3188548248363
WillametteValley,External,0.0
WillametteValley,FairviewtoWoodVillagetoTroutdale,-16430.322860283246
WillametteValley,ForestGrove,12499.318712250168
WillametteValley,Gateway,-95558.69965974397
WillametteValley,Gresham,-8644.77430123312
WillametteValley,HappyValley,-16669.185090133862
WillametteValley,Hillsboro,117844.75217240091
WillametteValley,Lents,-52124.68718566906
WillametteValley,MilwaukietoLakeOswego,90215.76451713694
WillametteValley,PortlandCentralCity,-34441.27100237294
WillametteValley,Rivergate,-23671.998833065365
WillametteValley,SherwoodtoNewberg,35465.42408284967
WillametteValley,Tigard,215031.9492301417
WillametteValley,Tualatin,175367.9854693762
WillametteValley,Vancouver,-16332.964770625651
WillametteValley,WestLinntoOregonCity,-8047.979284999037
WillametteValley,WillametteValley,-2000.9821350194659
WillametteValley,Wilsonville,141343.35429087255
Wilsonville,Beaverton,-39461.07030670949
Wilsonville,Clackamas,193639.58940685878
Wilsonville,ClarkCounty,63609.03915060164
Wilsonville,ColumbiaCounty,116.68949619082252
Wilsonville,Damascus,30642.9617430281
Wilsonville,External,0.0
Wilsonville,FairviewtoWoodVillagetoTroutdale,66249.59915472103
Wilsonville,ForestGrove,3394.0445805898617
Wilsonville,Gateway,119879.81615857295
Wilsonville,Gresham,36875.87662595392
Wilsonville,HappyValley,44384.08333548249
Wilsonville,Hillsboro,9027.94827602673
Wilsonville,Lents,72454.75773669156
Wilsonville,MilwaukietoLakeOswego,145177.42236227432
Wilsonville,PortlandCentralCity,82860.92298579078
Wilsonville,Rivergate,275.7553853197577
Wilsonville,SherwoodtoNewberg,18864.069902791733
Wilsonville,Tigard,-48710.077006370586
Wilsonville,Tualatin,20640.152204970058
Wilsonville,Vancouver,3661.267851613319
Wilsonville,WestLinntoOregonCity,355715.3214902541
Wilsonville,WillametteValley,30666.74670665716
Wilsonville,Wilsonville,256011.67804649074
