PERSON_TYPE,PER,ORIG_PURPOSE,QUANTITY
ALL,11,OTHMAINT,198674
ALL,11,SCHOOL,1145821
ALL,11,SHOPPING,108909
ALL,11,SOCIAL,40702
ALL,11,UNIVERSITY,37689
ALL,11,WORK,1848809
ALL,12,ATWORK,24247
ALL,12,EATOUT,39967
ALL,12,ESCORT,227615
ALL,12,HOME,4453967
ALL,12,OTHDISCR,140004
ALL,12,OTHMAINT,222032
ALL,12,SCHOOL,1206878
ALL,12,SHOPPING,126541
ALL,12,SOCIAL,44128
ALL,12,UNIVERSITY,44556
ALL,12,WORK,2046478
ALL,13,ATWORK,33004
ALL,13,EATOUT,44172
ALL,13,ESCORT,160410
ALL,13,HOME,4121761
ALL,13,OTHDISCR,173109
ALL,13,OTHMAINT,249690
ALL,13,SCHOOL,1235750
ALL,13,SHOPPING,160828
ALL,13,SOCIAL,55935
ALL,13,UNIVERSITY,51646
ALL,13,WORK,2182654
ALL,14,ATWORK,45169
ALL,14,EATOUT,46730
ALL,14,ESCORT,126325
ALL,14,HOME,3863156
ALL,14,OTHDISCR,196804
ALL,14,OTHMAINT,271223
ALL,14,SCHOOL,1250149
ALL,14,SHOPPING,189020
ALL,14,SOCIAL,64653
ALL,14,UNIVERSITY,56088
ALL,14,WORK,2259741
ALL,15,ATWORK,65399
ALL,15,EATOUT,49413
ALL,15,ESCORT,113610
ALL,15,HOME,3706687
ALL,15,OTHDISCR,208992
ALL,15,OTHMAINT,312057
ALL,15,SCHOOL,1258103
ALL,15,SHOPPING,234982
ALL,15,SOCIAL,73297
ALL,15,UNIVERSITY,60019
ALL,15,WORK,2311844
ALL,16,ATWORK,98089
ALL,16,EATOUT,51917
ALL,16,ESCORT,107870
ALL,16,HOME,3558218
ALL,16,OTHDISCR,207774
ALL,16,OTHMAINT,324557
ALL,16,SCHOOL,1262262
ALL,16,SHOPPING,267804
ALL,16,SOCIAL,79902
ALL,16,UNIVERSITY,63345
ALL,16,WORK,2346950
ALL,17,ATWORK,173278
ALL,17,EATOUT,62322
ALL,17,ESCORT,107105
ALL,17,HOME,3483161
ALL,17,OTHDISCR,201847
ALL,17,OTHMAINT,332185
ALL,17,SCHOOL,1262978
ALL,17,SHOPPING,286198
ALL,17,SOCIAL,86151
ALL,17,UNIVERSITY,66211
ALL,17,WORK,2372736
ALL,18,ATWORK,350643
ALL,18,EATOUT,83308
ALL,18,ESCORT,110710
ALL,18,HOME,3430290
ALL,18,OTHDISCR,194269
ALL,18,OTHMAINT,336051
ALL,18,SCHOOL,1260974
ALL,18,SHOPPING,300273
ALL,18,SOCIAL,92335
ALL,18,UNIVERSITY,68661
ALL,18,WORK,2377061
ALL,19,ATWORK,510435
ALL,19,EATOUT,101507
ALL,19,ESCORT,114864
ALL,19,HOME,3402711
ALL,19,OTHDISCR,185315
ALL,19,OTHMAINT,335868
ALL,19,SCHOOL,1256462
ALL,19,SHOPPING,306889
ALL,19,SOCIAL,96682
ALL,19,UNIVERSITY,70479
ALL,19,WORK,2287988
ALL,20,ATWORK,553861
ALL,20,EATOUT,113906
ALL,20,ESCORT,120238
ALL,20,HOME,3396014
ALL,20,OTHDISCR,175747
ALL,20,OTHMAINT,332678
ALL,20,SCHOOL,1249471
ALL,20,SHOPPING,306368
ALL,20,SOCIAL,100345
ALL,20,UNIVERSITY,71965
ALL,20,WORK,2271516
ALL,21,ATWORK,427732
ALL,21,EATOUT,111200
ALL,21,ESCORT,126744
ALL,21,HOME,3410580
ALL,21,OTHDISCR,168329
ALL,21,OTHMAINT,335498
ALL,21,SCHOOL,1240176
ALL,21,SHOPPING,295215
ALL,21,SOCIAL,103111
ALL,21,UNIVERSITY,72752
ALL,21,WORK,2334955
ALL,22,ATWORK,280897
ALL,22,EATOUT,98526
ALL,22,ESCORT,139306
ALL,22,HOME,3422461
ALL,22,OTHDISCR,163282
ALL,22,OTHMAINT,330435
ALL,22,SCHOOL,1227010
ALL,22,SHOPPING,288269
ALL,22,SOCIAL,106154
ALL,22,UNIVERSITY,73115
ALL,22,WORK,2389704
ALL,23,ATWORK,190136
ALL,23,EATOUT,92571
ALL,23,ESCORT,181507
ALL,23,HOME,3448333
ALL,23,OTHDISCR,161796
ALL,23,OTHMAINT,332500
ALL,23,SCHOOL,1207153
ALL,23,SHOPPING,292173
ALL,23,SOCIAL,111605
ALL,23,UNIVERSITY,72714
ALL,23,WORK,2403479
ALL,24,ATWORK,126501
ALL,24,EATOUT,87398
ALL,24,ESCORT,231627
ALL,24,HOME,3550249
ALL,24,OTHDISCR,165441
ALL,24,OTHMAINT,326701
ALL,24,SCHOOL,1172856
ALL,24,SHOPPING,301417
ALL,24,SOCIAL,118070
ALL,24,UNIVERSITY,71474
ALL,24,WORK,2381145
ALL,25,ATWORK,94146
ALL,25,EATOUT,87850
ALL,25,ESCORT,217735
ALL,25,HOME,3782129
ALL,25,OTHDISCR,170412
ALL,25,OTHMAINT,313550
ALL,25,SCHOOL,992874
ALL,25,SHOPPING,308960
ALL,25,SOCIAL,122933
ALL,25,UNIVERSITY,69338
ALL,25,WORK,2338183
ALL,26,ATWORK,68226
ALL,26,EATOUT,92544
ALL,26,ESCORT,220981
ALL,26,HOME,4047231
ALL,26,OTHDISCR,181997
ALL,26,OTHMAINT,310713
ALL,26,SCHOOL,848740
ALL,26,SHOPPING,308122
ALL,26,SOCIAL,128971
ALL,26,UNIVERSITY,66066
ALL,26,WORK,2263144
ALL,27,ATWORK,48318
ALL,27,EATOUT,98049
ALL,27,ESCORT,211696
ALL,27,HOME,4378407
ALL,27,OTHDISCR,195425
ALL,27,OTHMAINT,304664
ALL,27,SCHOOL,650136
ALL,27,SHOPPING,303977
ALL,27,SOCIAL,131853
ALL,27,UNIVERSITY,59047
ALL,27,WORK,2155913
ALL,28,ATWORK,33822
ALL,28,EATOUT,102787
ALL,28,ESCORT,198092
ALL,28,HOME,4765474
ALL,28,OTHDISCR,207143
ALL,28,OTHMAINT,287536
ALL,28,SCHOOL,448891
ALL,28,SHOPPING,287899
ALL,28,SOCIAL,129672
ALL,28,UNIVERSITY,53196
ALL,28,WORK,1994969
ALL,29,ATWORK,23452
ALL,29,EATOUT,112800
ALL,29,ESCORT,179860
ALL,29,HOME,5125476
ALL,29,OTHDISCR,269517
ALL,29,OTHMAINT,273912
ALL,29,SCHOOL,312091
ALL,29,SHOPPING,282003
ALL,29,SOCIAL,136422
ALL,29,UNIVERSITY,49776
ALL,29,WORK,1783443
ALL,30,ATWORK,16284
ALL,30,EATOUT,127714
ALL,30,ESCORT,168300
ALL,30,HOME,5413988
ALL,30,OTHDISCR,338138
ALL,30,OTHMAINT,265087
ALL,30,SCHOOL,250279
ALL,30,SHOPPING,293719
ALL,30,SOCIAL,141211
ALL,30,UNIVERSITY,44999
ALL,30,WORK,1496193
ALL,31,ATWORK,11653
ALL,31,EATOUT,147518
ALL,31,ESCORT,155118
ALL,31,HOME,5722285
ALL,31,OTHDISCR,413400
ALL,31,OTHMAINT,242019
ALL,31,SCHOOL,201669
ALL,31,SHOPPING,282962
ALL,31,SOCIAL,150379
ALL,31,UNIVERSITY,39992
ALL,31,WORK,1168732
ALL,32,ATWORK,8908
ALL,32,EATOUT,165337
ALL,32,ESCORT,138126
ALL,32,HOME,5985659
ALL,32,OTHDISCR,475951
ALL,32,OTHMAINT,238281
ALL,32,SCHOOL,152529
ALL,32,SHOPPING,261481
ALL,32,SOCIAL,156831
ALL,32,UNIVERSITY,35055
ALL,32,WORK,878730
ALL,33,ATWORK,7374
ALL,33,EATOUT,180960
ALL,33,ESCORT,132930
ALL,33,HOME,6140149
ALL,33,OTHDISCR,496266
ALL,33,OTHMAINT,223064
ALL,33,SCHOOL,112663
ALL,33,SHOPPING,250066
ALL,33,SOCIAL,162771
ALL,33,UNIVERSITY,32842
ALL,33,WORK,649645
ALL,34,ATWORK,6628
ALL,34,EATOUT,180720
ALL,34,ESCORT,120747
ALL,34,HOME,6322452
ALL,34,OTHDISCR,465648
ALL,34,OTHMAINT,191273
ALL,34,SCHOOL,81817
ALL,34,SHOPPING,220400
ALL,34,SOCIAL,154546
ALL,34,UNIVERSITY,30008
ALL,34,WORK,489771
ALL,35,ATWORK,6335
ALL,35,EATOUT,163198
ALL,35,ESCORT,103485
ALL,35,HOME,6540782
ALL,35,OTHDISCR,398050
ALL,35,OTHMAINT,162693
ALL,35,SCHOOL,58999
ALL,35,SHOPPING,191472
ALL,35,SOCIAL,142770
ALL,35,UNIVERSITY,26720
ALL,35,WORK,375022
ALL,36,ATWORK,5794
ALL,36,EATOUT,127286
ALL,36,ESCORT,86121
ALL,36,HOME,6789293
ALL,36,OTHDISCR,306824
ALL,36,OTHMAINT,133108
ALL,36,SCHOOL,42582
ALL,36,SHOPPING,159357
ALL,36,SOCIAL,126096
ALL,36,UNIVERSITY,21232
ALL,36,WORK,295306
ALL,37,ATWORK,5158
ALL,37,EATOUT,97750
ALL,37,ESCORT,66482
ALL,37,HOME,7038444
ALL,37,OTHDISCR,208543
ALL,37,OTHMAINT,96738
ALL,37,SCHOOL,31405
ALL,37,SHOPPING,114015
ALL,37,SOCIAL,112293
ALL,37,UNIVERSITY,18156
ALL,37,WORK,233770
ALL,38,ATWORK,4459
ALL,38,EATOUT,74868
ALL,38,ESCORT,51942
ALL,38,HOME,7245428
ALL,38,OTHDISCR,142178
ALL,38,OTHMAINT,73762
ALL,38,SCHOOL,24088
ALL,38,SHOPPING,73559
ALL,38,SOCIAL,97316
ALL,38,UNIVERSITY,15618
ALL,38,WORK,182514
ALL,39,ATWORK,3634
ALL,39,EATOUT,53682
ALL,39,ESCORT,40437
ALL,39,HOME,7400409
ALL,39,OTHDISCR,94248
ALL,39,OTHMAINT,53953
ALL,39,SCHOOL,19371
ALL,39,SHOPPING,54205
ALL,39,SOCIAL,75143
ALL,39,UNIVERSITY,12268
ALL,39,WORK,141991
ALL,40,ATWORK,2862
ALL,40,EATOUT,35940
ALL,40,ESCORT,30978
ALL,40,HOME,7537912
ALL,40,OTHDISCR,55393
ALL,40,OTHMAINT,41008
ALL,40,SCHOOL,16148
ALL,40,SHOPPING,36335
ALL,40,SOCIAL,52405
ALL,40,UNIVERSITY,8789
ALL,40,WORK,107078
ALL,41,ATWORK,2109
ALL,41,EATOUT,21930
ALL,41,ESCORT,24130
ALL,41,HOME,7634049
ALL,41,OTHDISCR,35820
ALL,41,OTHMAINT,30707
ALL,41,SCHOOL,13834
ALL,41,SHOPPING,24208
ALL,41,SOCIAL,38506
ALL,41,UNIVERSITY,6811
ALL,41,WORK,77433
ALL,42,ATWORK,1439
ALL,42,EATOUT,16777
ALL,42,ESCORT,19660
ALL,42,HOME,7699887
ALL,42,OTHDISCR,21245
ALL,42,OTHMAINT,25017
ALL,42,SCHOOL,12118
ALL,42,SHOPPING,17774
ALL,42,SOCIAL,26926
ALL,42,UNIVERSITY,4419
ALL,42,WORK,54010
ALL,43,ATWORK,971
ALL,43,EATOUT,12006
ALL,43,ESCORT,16515
ALL,43,HOME,7751423
ALL,43,OTHDISCR,12503
ALL,43,OTHMAINT,19077
ALL,43,SCHOOL,10789
ALL,43,SHOPPING,13980
ALL,43,SOCIAL,18949
ALL,43,UNIVERSITY,2268
ALL,43,WORK,34179
ALL,44,ATWORK,635
ALL,44,EATOUT,8455
ALL,44,ESCORT,15092
ALL,44,HOME,7781570
ALL,44,OTHDISCR,8380
ALL,44,OTHMAINT,14570
ALL,44,SCHOOL,9689
ALL,44,SHOPPING,12035
ALL,44,SOCIAL,13446
ALL,44,UNIVERSITY,1153
ALL,44,WORK,23439
ALL,45,ATWORK,413
ALL,45,EATOUT,5378
ALL,45,ESCORT,13361
ALL,45,HOME,7807128
ALL,45,OTHDISCR,4613
ALL,45,OTHMAINT,11788
ALL,45,SCHOOL,8369
ALL,45,SHOPPING,9002
ALL,45,SOCIAL,9515
ALL,45,UNIVERSITY,822
ALL,45,WORK,14440
ALL,46,ATWORK,276
ALL,46,EATOUT,4421
ALL,46,ESCORT,11906
ALL,46,HOME,7823922
ALL,46,OTHDISCR,2856
ALL,46,OTHMAINT,9205
ALL,46,SCHOOL,6788
ALL,46,SHOPPING,6904
ALL,46,SOCIAL,5602
ALL,46,UNIVERSITY,529
ALL,46,WORK,9838
ALL,47,ATWORK,114
ALL,47,EATOUT,3423
ALL,47,ESCORT,9469
ALL,47,HOME,7837664
ALL,47,OTHDISCR,1401
ALL,47,OTHMAINT,6410
ALL,47,SCHOOL,4892
ALL,47,SHOPPING,4336
ALL,47,SOCIAL,3866
ALL,47,UNIVERSITY,67
ALL,47,WORK,7479
ALL,48,ATWORK,113
ALL,48,EATOUT,2114
ALL,48,ESCORT,5247
ALL,48,HOME,7851590
ALL,48,OTHDISCR,919
ALL,48,OTHMAINT,3336
ALL,48,SCHOOL,2593
ALL,48,SHOPPING,2252
ALL,48,SOCIAL,2376
ALL,48,UNIVERSITY,36
ALL,48,WORK,4136
CHILD TOO YOUNG FOR SCHOOL,1,EATOUT,13
CHILD TOO YOUNG FOR SCHOOL,1,ESCORT,180
CHILD TOO YOUNG FOR SCHOOL,1,HOME,585690
CHILD TOO YOUNG FOR SCHOOL,1,OTHDISCR,151
CHILD TOO YOUNG FOR SCHOOL,1,OTHMAINT,416
CHILD TOO YOUNG FOR SCHOOL,1,SCHOOL,385
CHILD TOO YOUNG FOR SCHOOL,1,SHOPPING,124
CHILD TOO YOUNG FOR SCHOOL,1,SOCIAL,106
CHILD TOO YOUNG FOR SCHOOL,2,EATOUT,30
CHILD TOO YOUNG FOR SCHOOL,2,ESCORT,291
CHILD TOO YOUNG FOR SCHOOL,2,HOME,584487
CHILD TOO YOUNG FOR SCHOOL,2,OTHDISCR,257
CHILD TOO YOUNG FOR SCHOOL,2,OTHMAINT,721
CHILD TOO YOUNG FOR SCHOOL,2,SCHOOL,639
CHILD TOO YOUNG FOR SCHOOL,2,SHOPPING,265
CHILD TOO YOUNG FOR SCHOOL,2,SOCIAL,181
CHILD TOO YOUNG FOR SCHOOL,3,EATOUT,48
CHILD TOO YOUNG FOR SCHOOL,3,ESCORT,347
CHILD TOO YOUNG FOR SCHOOL,3,HOME,583823
CHILD TOO YOUNG FOR SCHOOL,3,OTHDISCR,437
CHILD TOO YOUNG FOR SCHOOL,3,OTHMAINT,966
CHILD TOO YOUNG FOR SCHOOL,3,SCHOOL,777
CHILD TOO YOUNG FOR SCHOOL,3,SHOPPING,366
CHILD TOO YOUNG FOR SCHOOL,3,SOCIAL,260
CHILD TOO YOUNG FOR SCHOOL,4,EATOUT,427
CHILD TOO YOUNG FOR SCHOOL,4,ESCORT,456
CHILD TOO YOUNG FOR SCHOOL,4,HOME,583384
CHILD TOO YOUNG FOR SCHOOL,4,OTHDISCR,821
CHILD TOO YOUNG FOR SCHOOL,4,OTHMAINT,1344
CHILD TOO YOUNG FOR SCHOOL,4,SCHOOL,861
CHILD TOO YOUNG FOR SCHOOL,4,SHOPPING,400
CHILD TOO YOUNG FOR SCHOOL,4,SOCIAL,371
CHILD TOO YOUNG FOR SCHOOL,5,EATOUT,752
CHILD TOO YOUNG FOR SCHOOL,5,ESCORT,775
CHILD TOO YOUNG FOR SCHOOL,5,HOME,582576
CHILD TOO YOUNG FOR SCHOOL,5,OTHDISCR,2213
CHILD TOO YOUNG FOR SCHOOL,5,OTHMAINT,1955
CHILD TOO YOUNG FOR SCHOOL,5,SCHOOL,908
CHILD TOO YOUNG FOR SCHOOL,5,SHOPPING,475
CHILD TOO YOUNG FOR SCHOOL,5,SOCIAL,567
CHILD TOO YOUNG FOR SCHOOL,6,EATOUT,993
CHILD TOO YOUNG FOR SCHOOL,6,ESCORT,1298
CHILD TOO YOUNG FOR SCHOOL,6,HOME,580836
CHILD TOO YOUNG FOR SCHOOL,6,OTHDISCR,3396
CHILD TOO YOUNG FOR SCHOOL,6,OTHMAINT,2945
CHILD TOO YOUNG FOR SCHOOL,6,SCHOOL,950
CHILD TOO YOUNG FOR SCHOOL,6,SHOPPING,596
CHILD TOO YOUNG FOR SCHOOL,6,SOCIAL,792
CHILD TOO YOUNG FOR SCHOOL,7,EATOUT,1090
CHILD TOO YOUNG FOR SCHOOL,7,ESCORT,2912
CHILD TOO YOUNG FOR SCHOOL,7,HOME,579939
CHILD TOO YOUNG FOR SCHOOL,7,OTHDISCR,4230
CHILD TOO YOUNG FOR SCHOOL,7,OTHMAINT,4233
CHILD TOO YOUNG FOR SCHOOL,7,SCHOOL,7127
CHILD TOO YOUNG FOR SCHOOL,7,SHOPPING,994
CHILD TOO YOUNG FOR SCHOOL,7,SOCIAL,1188
CHILD TOO YOUNG FOR SCHOOL,8,EATOUT,1102
CHILD TOO YOUNG FOR SCHOOL,8,ESCORT,7092
CHILD TOO YOUNG FOR SCHOOL,8,HOME,573502
CHILD TOO YOUNG FOR SCHOOL,8,OTHDISCR,4861
CHILD TOO YOUNG FOR SCHOOL,8,OTHMAINT,5957
CHILD TOO YOUNG FOR SCHOOL,8,SCHOOL,34300
CHILD TOO YOUNG FOR SCHOOL,8,SHOPPING,1997
CHILD TOO YOUNG FOR SCHOOL,8,SOCIAL,1980
CHILD TOO YOUNG FOR SCHOOL,9,EATOUT,1169
CHILD TOO YOUNG FOR SCHOOL,9,ESCORT,19395
CHILD TOO YOUNG FOR SCHOOL,9,HOME,545971
CHILD TOO YOUNG FOR SCHOOL,9,OTHDISCR,5538
CHILD TOO YOUNG FOR SCHOOL,9,OTHMAINT,8597
CHILD TOO YOUNG FOR SCHOOL,9,SCHOOL,103830
CHILD TOO YOUNG FOR SCHOOL,9,SHOPPING,4176
CHILD TOO YOUNG FOR SCHOOL,9,SOCIAL,3695
CHILD TOO YOUNG FOR SCHOOL,10,EATOUT,1420
CHILD TOO YOUNG FOR SCHOOL,10,ESCORT,32487
CHILD TOO YOUNG FOR SCHOOL,10,HOME,467308
CHILD TOO YOUNG FOR SCHOOL,10,OTHDISCR,6408
CHILD TOO YOUNG FOR SCHOOL,10,OTHMAINT,10356
CHILD TOO YOUNG FOR SCHOOL,10,SCHOOL,183590
CHILD TOO YOUNG FOR SCHOOL,10,SHOPPING,6231
CHILD TOO YOUNG FOR SCHOOL,10,SOCIAL,5247
CHILD TOO YOUNG FOR SCHOOL,11,EATOUT,1380
CHILD TOO YOUNG FOR SCHOOL,11,ESCORT,28715
CHILD TOO YOUNG FOR SCHOOL,11,HOME,376346
CHILD TOO YOUNG FOR SCHOOL,11,OTHDISCR,7903
CHILD TOO YOUNG FOR SCHOOL,11,OTHMAINT,10398
CHILD TOO YOUNG FOR SCHOOL,11,SCHOOL,222829
CHILD TOO YOUNG FOR SCHOOL,11,SHOPPING,6283
CHILD TOO YOUNG FOR SCHOOL,11,SOCIAL,5776
CHILD TOO YOUNG FOR SCHOOL,12,EATOUT,1135
CHILD TOO YOUNG FOR SCHOOL,12,ESCORT,20030
CHILD TOO YOUNG FOR SCHOOL,12,HOME,334238
CHILD TOO YOUNG FOR SCHOOL,12,OTHDISCR,9686
CHILD TOO YOUNG FOR SCHOOL,12,OTHMAINT,9970
CHILD TOO YOUNG FOR SCHOOL,12,SCHOOL,233700
CHILD TOO YOUNG FOR SCHOOL,12,SHOPPING,5548
CHILD TOO YOUNG FOR SCHOOL,12,SOCIAL,5622
CHILD TOO YOUNG FOR SCHOOL,13,EATOUT,1078
CHILD TOO YOUNG FOR SCHOOL,13,ESCORT,14027
CHILD TOO YOUNG FOR SCHOOL,13,HOME,320691
CHILD TOO YOUNG FOR SCHOOL,13,OTHDISCR,12396
CHILD TOO YOUNG FOR SCHOOL,13,OTHMAINT,10755
CHILD TOO YOUNG FOR SCHOOL,13,SCHOOL,238643
CHILD TOO YOUNG FOR SCHOOL,13,SHOPPING,5767
CHILD TOO YOUNG FOR SCHOOL,13,SOCIAL,6359
CHILD TOO YOUNG FOR SCHOOL,14,EATOUT,1044
CHILD TOO YOUNG FOR SCHOOL,14,ESCORT,11891
CHILD TOO YOUNG FOR SCHOOL,14,HOME,311450
CHILD TOO YOUNG FOR SCHOOL,14,OTHDISCR,14380
CHILD TOO YOUNG FOR SCHOOL,14,OTHMAINT,11888
CHILD TOO YOUNG FOR SCHOOL,14,SCHOOL,241115
CHILD TOO YOUNG FOR SCHOOL,14,SHOPPING,6259
CHILD TOO YOUNG FOR SCHOOL,14,SOCIAL,6952
CHILD TOO YOUNG FOR SCHOOL,15,EATOUT,1018
CHILD TOO YOUNG FOR SCHOOL,15,ESCORT,11275
CHILD TOO YOUNG FOR SCHOOL,15,HOME,305580
CHILD TOO YOUNG FOR SCHOOL,15,OTHDISCR,15716
CHILD TOO YOUNG FOR SCHOOL,15,OTHMAINT,14140
CHILD TOO YOUNG FOR SCHOOL,15,SCHOOL,242468
CHILD TOO YOUNG FOR SCHOOL,15,SHOPPING,7916
CHILD TOO YOUNG FOR SCHOOL,15,SOCIAL,7679
CHILD TOO YOUNG FOR SCHOOL,16,EATOUT,1054
CHILD TOO YOUNG FOR SCHOOL,16,ESCORT,10927
CHILD TOO YOUNG FOR SCHOOL,16,HOME,299719
CHILD TOO YOUNG FOR SCHOOL,16,OTHDISCR,16085
CHILD TOO YOUNG FOR SCHOOL,16,OTHMAINT,14925
CHILD TOO YOUNG FOR SCHOOL,16,SCHOOL,243187
CHILD TOO YOUNG FOR SCHOOL,16,SHOPPING,9126
CHILD TOO YOUNG FOR SCHOOL,16,SOCIAL,8192
CHILD TOO YOUNG FOR SCHOOL,17,EATOUT,1594
CHILD TOO YOUNG FOR SCHOOL,17,ESCORT,10918
CHILD TOO YOUNG FOR SCHOOL,17,HOME,297462
CHILD TOO YOUNG FOR SCHOOL,17,OTHDISCR,15983
CHILD TOO YOUNG FOR SCHOOL,17,OTHMAINT,15483
CHILD TOO YOUNG FOR SCHOOL,17,SCHOOL,243419
CHILD TOO YOUNG FOR SCHOOL,17,SHOPPING,9747
CHILD TOO YOUNG FOR SCHOOL,17,SOCIAL,8717
CHILD TOO YOUNG FOR SCHOOL,18,EATOUT,2422
CHILD TOO YOUNG FOR SCHOOL,18,ESCORT,11320
CHILD TOO YOUNG FOR SCHOOL,18,HOME,295835
CHILD TOO YOUNG FOR SCHOOL,18,OTHDISCR,15622
CHILD TOO YOUNG FOR SCHOOL,18,OTHMAINT,15431
CHILD TOO YOUNG FOR SCHOOL,18,SCHOOL,243251
CHILD TOO YOUNG FOR SCHOOL,18,SHOPPING,10078
CHILD TOO YOUNG FOR SCHOOL,18,SOCIAL,9179
CHILD TOO YOUNG FOR SCHOOL,19,EATOUT,3106
CHILD TOO YOUNG FOR SCHOOL,19,ESCORT,11600
CHILD TOO YOUNG FOR SCHOOL,19,HOME,295615
CHILD TOO YOUNG FOR SCHOOL,19,OTHDISCR,15047
CHILD TOO YOUNG FOR SCHOOL,19,OTHMAINT,14971
CHILD TOO YOUNG FOR SCHOOL,19,SCHOOL,242788
CHILD TOO YOUNG FOR SCHOOL,19,SHOPPING,10241
CHILD TOO YOUNG FOR SCHOOL,19,SOCIAL,9537
CHILD TOO YOUNG FOR SCHOOL,20,EATOUT,3662
CHILD TOO YOUNG FOR SCHOOL,20,ESCORT,11925
CHILD TOO YOUNG FOR SCHOOL,20,HOME,296282
CHILD TOO YOUNG FOR SCHOOL,20,OTHDISCR,14403
CHILD TOO YOUNG FOR SCHOOL,20,OTHMAINT,14471
CHILD TOO YOUNG FOR SCHOOL,20,SCHOOL,242007
CHILD TOO YOUNG FOR SCHOOL,20,SHOPPING,10167
CHILD TOO YOUNG FOR SCHOOL,20,SOCIAL,9875
CHILD TOO YOUNG FOR SCHOOL,21,EATOUT,3612
CHILD TOO YOUNG FOR SCHOOL,21,ESCORT,12568
CHILD TOO YOUNG FOR SCHOOL,21,HOME,298182
CHILD TOO YOUNG FOR SCHOOL,21,OTHDISCR,13925
CHILD TOO YOUNG FOR SCHOOL,21,OTHMAINT,14572
CHILD TOO YOUNG FOR SCHOOL,21,SCHOOL,240879
CHILD TOO YOUNG FOR SCHOOL,21,SHOPPING,10008
CHILD TOO YOUNG FOR SCHOOL,21,SOCIAL,9974
CHILD TOO YOUNG FOR SCHOOL,22,EATOUT,3121
