PERSON_TYPE,PER,ORIG_PURPOSE,QUANTITY
ALL,10,SCHOOL,725171
ALL,10,SHOPPING,53141
ALL,10,SOCIAL,23299
ALL,10,UNIVERSITY,25981
ALL,10,WORK,953575
ALL,11,ATWORK,10296
ALL,11,EATOUT,25659
ALL,11,ESCORT,231085
ALL,11,HOME,3217267
ALL,11,OTHDISCR,74140
ALL,11,OTHMAINT,130989
ALL,11,SCHOOL,886109
ALL,11,SHOPPING,72282
ALL,11,SOCIAL,27749
ALL,11,UNIVERSITY,36488
ALL,11,WORK,1128766
ALL,12,ATWORK,14277
ALL,12,EATOUT,25569
ALL,12,ESCORT,166931
ALL,12,HOME,2818183
ALL,12,OTHDISCR,89162
ALL,12,OTHMAINT,143791
ALL,12,SCHOOL,934963
ALL,12,SHOPPING,80376
ALL,12,SOCIAL,29978
ALL,12,UNIVERSITY,42936
ALL,12,WORK,1254128
ALL,13,ATWORK,19495
ALL,13,EATOUT,28232
ALL,13,ESCORT,116184
ALL,13,HOME,2599320
ALL,13,OTHDISCR,108311
ALL,13,OTHMAINT,159846
ALL,13,SCHOOL,957967
ALL,13,SHOPPING,98689
ALL,13,SOCIAL,37844
ALL,13,UNIVERSITY,49641
ALL,13,WORK,1341808
ALL,14,ATWORK,27154
ALL,14,EATOUT,29367
ALL,14,ESCORT,91319
ALL,14,HOME,2430813
ALL,14,OTHDISCR,122441
ALL,14,OTHMAINT,172954
ALL,14,SCHOOL,969558
ALL,14,SHOPPING,114547
ALL,14,SOCIAL,43896
ALL,14,UNIVERSITY,53804
ALL,14,WORK,1391395
ALL,15,ATWORK,39777
ALL,15,EATOUT,30978
ALL,15,ESCORT,81466
ALL,15,HOME,2329513
ALL,15,OTHDISCR,130120
ALL,15,OTHMAINT,196636
ALL,15,SCHOOL,975990
ALL,15,SHOPPING,140773
ALL,15,SOCIAL,49660
ALL,15,UNIVERSITY,57491
ALL,15,WORK,1424733
ALL,16,ATWORK,59999
ALL,16,EATOUT,31917
ALL,16,ESCORT,76951
ALL,16,HOME,2234579
ALL,16,OTHDISCR,129762
ALL,16,OTHMAINT,204673
ALL,16,SCHOOL,979096
ALL,16,SHOPPING,160490
ALL,16,SOCIAL,54167
ALL,16,UNIVERSITY,60552
ALL,16,WORK,1447460
ALL,17,ATWORK,106474
ALL,17,EATOUT,38163
ALL,17,ESCORT,76214
ALL,17,HOME,2185778
ALL,17,OTHDISCR,126664
ALL,17,OTHMAINT,209497
ALL,17,SCHOOL,979673
ALL,17,SHOPPING,171635
ALL,17,SOCIAL,58533
ALL,17,UNIVERSITY,63209
ALL,17,WORK,1463298
ALL,18,ATWORK,216206
ALL,18,EATOUT,51543
ALL,18,ESCORT,78205
ALL,18,HOME,2151362
ALL,18,OTHDISCR,121954
ALL,18,OTHMAINT,212007
ALL,18,SCHOOL,977914
ALL,18,SHOPPING,179773
ALL,18,SOCIAL,62896
ALL,18,UNIVERSITY,65417
ALL,18,WORK,1467810
ALL,19,ATWORK,315030
ALL,19,EATOUT,62913
ALL,19,ESCORT,81395
ALL,19,HOME,2133108
ALL,19,OTHDISCR,116307
ALL,19,OTHMAINT,212304
ALL,19,SCHOOL,973949
ALL,19,SHOPPING,184030
ALL,19,SOCIAL,66231
ALL,19,UNIVERSITY,67239
ALL,19,WORK,1413357
ALL,20,ATWORK,341560
ALL,20,EATOUT,70934
ALL,20,ESCORT,85078
ALL,20,HOME,2128887
ALL,20,OTHDISCR,110827
ALL,20,OTHMAINT,211791
ALL,20,SCHOOL,968312
ALL,20,SHOPPING,183421
ALL,20,SOCIAL,68475
ALL,20,UNIVERSITY,68562
ALL,20,WORK,1403691
ALL,21,ATWORK,263074
ALL,21,EATOUT,69774
ALL,21,ESCORT,89803
ALL,21,HOME,2137826
ALL,21,OTHDISCR,106561
ALL,21,OTHMAINT,212735
ALL,21,SCHOOL,960415
ALL,21,SHOPPING,177498
ALL,21,SOCIAL,70495
ALL,21,UNIVERSITY,69189
ALL,21,WORK,1442458
ALL,22,ATWORK,172858
ALL,22,EATOUT,62276
ALL,22,ESCORT,100011
ALL,22,HOME,2146557
ALL,22,OTHDISCR,104437
ALL,22,OTHMAINT,209223
ALL,22,SCHOOL,949470
ALL,22,SHOPPING,173432
ALL,22,SOCIAL,73013
ALL,22,UNIVERSITY,69310
ALL,22,WORK,1477019
ALL,23,ATWORK,117075
ALL,23,EATOUT,58778
ALL,23,ESCORT,133131
ALL,23,HOME,2165168
ALL,23,OTHDISCR,104632
ALL,23,OTHMAINT,212054
ALL,23,SCHOOL,933216
ALL,23,SHOPPING,177040
ALL,23,SOCIAL,76875
ALL,23,UNIVERSITY,68758
ALL,23,WORK,1485794
ALL,24,ATWORK,77639
ALL,24,EATOUT,55810
ALL,24,ESCORT,172951
ALL,24,HOME,2238062
ALL,24,OTHDISCR,107822
ALL,24,OTHMAINT,210961
ALL,24,SCHOOL,904067
ALL,24,SHOPPING,184048
ALL,24,SOCIAL,81709
ALL,24,UNIVERSITY,67510
ALL,24,WORK,1471865
ALL,25,ATWORK,57906
ALL,25,EATOUT,56706
ALL,25,ESCORT,163644
ALL,25,HOME,2409489
ALL,25,OTHDISCR,111548
ALL,25,OTHMAINT,203425
ALL,25,SCHOOL,761848
ALL,25,SHOPPING,188745
ALL,25,SOCIAL,84798
ALL,25,UNIVERSITY,65275
ALL,25,WORK,1445488
ALL,26,ATWORK,42110
ALL,26,EATOUT,60277
ALL,26,ESCORT,165130
ALL,26,HOME,2599622
ALL,26,OTHDISCR,120322
ALL,26,OTHMAINT,205089
ALL,26,SCHOOL,647767
ALL,26,SHOPPING,189818
ALL,26,SOCIAL,89611
ALL,26,UNIVERSITY,61998
ALL,26,WORK,1399955
ALL,27,ATWORK,29509
ALL,27,EATOUT,64113
ALL,27,ESCORT,158240
ALL,27,HOME,2834313
ALL,27,OTHDISCR,129896
ALL,27,OTHMAINT,202754
ALL,27,SCHOOL,490857
ALL,27,SHOPPING,189624
ALL,27,SOCIAL,92172
ALL,27,UNIVERSITY,54953
ALL,27,WORK,1333252
ALL,28,ATWORK,20923
ALL,28,EATOUT,66769
ALL,28,ESCORT,146716
ALL,28,HOME,3102274
ALL,28,OTHDISCR,136935
ALL,28,OTHMAINT,192155
ALL,28,SCHOOL,336653
ALL,28,SHOPPING,182140
ALL,28,SOCIAL,90205
ALL,28,UNIVERSITY,49517
ALL,28,WORK,1232727
ALL,29,ATWORK,14488
ALL,29,EATOUT,72560
ALL,29,ESCORT,130735
ALL,29,HOME,3344481
ALL,29,OTHDISCR,178367
ALL,29,OTHMAINT,182589
ALL,29,SCHOOL,232261
ALL,29,SHOPPING,180071
ALL,29,SOCIAL,93976
ALL,29,UNIVERSITY,46254
ALL,29,WORK,1101182
ALL,30,ATWORK,10055
ALL,30,EATOUT,82177
ALL,30,ESCORT,120794
ALL,30,HOME,3530290
ALL,30,OTHDISCR,225342
ALL,30,OTHMAINT,176903
ALL,30,SCHOOL,185116
ALL,30,SHOPPING,188651
ALL,30,SOCIAL,96951
ALL,30,UNIVERSITY,41707
ALL,30,WORK,922338
ALL,31,ATWORK,7118
ALL,31,EATOUT,94938
ALL,31,ESCORT,109230
ALL,31,HOME,3727334
ALL,31,OTHDISCR,276317
ALL,31,OTHMAINT,161132
ALL,31,SCHOOL,148041
ALL,31,SHOPPING,180801
ALL,31,SOCIAL,103151
ALL,31,UNIVERSITY,37056
ALL,31,WORK,718765
ALL,32,ATWORK,5484
ALL,32,EATOUT,105468
ALL,32,ESCORT,96137
ALL,32,HOME,3896043
ALL,32,OTHDISCR,318937
ALL,32,OTHMAINT,158477
ALL,32,SCHOOL,111366
ALL,32,SHOPPING,168485
ALL,32,SOCIAL,107447
ALL,32,UNIVERSITY,32318
ALL,32,WORK,538420
ALL,33,ATWORK,4531
ALL,33,EATOUT,115515
ALL,33,ESCORT,92790
ALL,33,HOME,3993856
ALL,33,OTHDISCR,333389
ALL,33,OTHMAINT,147695
ALL,33,SCHOOL,81836
ALL,33,SHOPPING,161678
ALL,33,SOCIAL,111779
ALL,33,UNIVERSITY,30189
ALL,33,WORK,395178
ALL,34,ATWORK,4068
ALL,34,EATOUT,114996
ALL,34,ESCORT,84241
ALL,34,HOME,4108827
ALL,34,OTHDISCR,313542
ALL,34,OTHMAINT,126091
ALL,34,SCHOOL,59005
ALL,34,SHOPPING,143449
ALL,34,SOCIAL,106667
ALL,34,UNIVERSITY,27494
ALL,34,WORK,298341
ALL,35,ATWORK,3845
ALL,35,EATOUT,104278
ALL,35,ESCORT,72103
ALL,35,HOME,4249771
ALL,35,OTHDISCR,268249
ALL,35,OTHMAINT,107184
ALL,35,SCHOOL,42351
ALL,35,SHOPPING,124777
ALL,35,SOCIAL,98281
ALL,35,UNIVERSITY,24332
ALL,35,WORK,228467
ALL,36,ATWORK,3588
ALL,36,EATOUT,81963
ALL,36,ESCORT,58472
ALL,36,HOME,4413218
ALL,36,OTHDISCR,207752
ALL,36,OTHMAINT,87462
ALL,36,SCHOOL,30336
ALL,36,SHOPPING,102812
ALL,36,SOCIAL,86673
ALL,36,UNIVERSITY,19238
ALL,36,WORK,179739
ALL,37,ATWORK,3192
ALL,37,EATOUT,63366
ALL,37,ESCORT,45165
ALL,37,HOME,4577258
ALL,37,OTHDISCR,142021
ALL,37,OTHMAINT,63158
ALL,37,SCHOOL,22412
ALL,37,SHOPPING,73620
ALL,37,SOCIAL,77302
ALL,37,UNIVERSITY,16395
ALL,37,WORK,142358
ALL,38,ATWORK,2733
ALL,38,EATOUT,48722
ALL,38,ESCORT,34980
ALL,38,HOME,4714274
ALL,38,OTHDISCR,96394
ALL,38,OTHMAINT,48264
ALL,38,SCHOOL,17151
ALL,38,SHOPPING,48127
ALL,38,SOCIAL,66708
ALL,38,UNIVERSITY,14081
ALL,38,WORK,110758
ALL,39,ATWORK,2251
ALL,39,EATOUT,34953
ALL,39,ESCORT,26977
ALL,39,HOME,4816982
ALL,39,OTHDISCR,64060
ALL,39,OTHMAINT,35252
ALL,39,SCHOOL,13645
ALL,39,SHOPPING,35684
ALL,39,SOCIAL,51673
ALL,39,UNIVERSITY,10972
ALL,39,WORK,86261
ALL,40,ATWORK,1735
ALL,40,EATOUT,23014
ALL,40,ESCORT,20676
ALL,40,HOME,4907941
ALL,40,OTHDISCR,37459
ALL,40,OTHMAINT,27089
ALL,40,SCHOOL,11393
ALL,40,SHOPPING,23790
ALL,40,SOCIAL,36113
ALL,40,UNIVERSITY,7758
ALL,40,WORK,64989
ALL,41,ATWORK,1236
ALL,41,EATOUT,13950
ALL,41,ESCORT,16122
ALL,41,HOME,4970858
ALL,41,OTHDISCR,24130
ALL,41,OTHMAINT,20416
ALL,41,SCHOOL,9788
ALL,41,SHOPPING,16049
ALL,41,SOCIAL,26600
ALL,41,UNIVERSITY,6013
ALL,41,WORK,46957
ALL,42,ATWORK,874
ALL,42,EATOUT,10785
ALL,42,ESCORT,13079
ALL,42,HOME,5014427
ALL,42,OTHDISCR,14407
ALL,42,OTHMAINT,16355
ALL,42,SCHOOL,8559
ALL,42,SHOPPING,11697
ALL,42,SOCIAL,18545
ALL,42,UNIVERSITY,3930
ALL,42,WORK,32613
ALL,43,ATWORK,622
ALL,43,EATOUT,7627
ALL,43,ESCORT,11075
ALL,43,HOME,5048510
ALL,43,OTHDISCR,8471
ALL,43,OTHMAINT,12615
ALL,43,SCHOOL,7665
ALL,43,SHOPPING,9365
ALL,43,SOCIAL,12991
ALL,43,UNIVERSITY,1995
ALL,43,WORK,20412
ALL,44,ATWORK,419
ALL,44,EATOUT,5407
ALL,44,ESCORT,9986
ALL,44,HOME,5068475
ALL,44,OTHDISCR,5670
ALL,44,OTHMAINT,9462
ALL,44,SCHOOL,6902
ALL,44,SHOPPING,7855
ALL,44,SOCIAL,9293
ALL,44,UNIVERSITY,1028
ALL,44,WORK,13769
ALL,45,ATWORK,245
ALL,45,EATOUT,3375
ALL,45,ESCORT,9120
ALL,45,HOME,5085111
ALL,45,OTHDISCR,3191
ALL,45,OTHMAINT,7659
ALL,45,SCHOOL,5952
ALL,45,SHOPPING,5819
ALL,45,SOCIAL,6669
ALL,45,UNIVERSITY,735
ALL,45,WORK,8554
ALL,46,ATWORK,147
ALL,46,EATOUT,2844
ALL,46,ESCORT,7889
ALL,46,HOME,5096261
ALL,46,OTHDISCR,1939
ALL,46,OTHMAINT,5962
ALL,46,SCHOOL,4795
ALL,46,SHOPPING,4636
ALL,46,SOCIAL,3849
ALL,46,UNIVERSITY,449
ALL,46,WORK,5771
ALL,47,ATWORK,53
ALL,47,EATOUT,2190
ALL,47,ESCORT,6293
ALL,47,HOME,5105513
ALL,47,OTHDISCR,978
ALL,47,OTHMAINT,4017
ALL,47,SCHOOL,3419
ALL,47,SHOPPING,2980
ALL,47,SOCIAL,2737
ALL,47,UNIVERSITY,43
ALL,47,WORK,4321
ALL,48,ATWORK,69
ALL,48,EATOUT,1363
ALL,48,ESCORT,3427
ALL,48,HOME,5114467
ALL,48,OTHDISCR,628
ALL,48,OTHMAINT,2102
ALL,48,SCHOOL,1843
ALL,48,SHOPPING,1594
ALL,48,SOCIAL,1676
ALL,48,UNIVERSITY,31
ALL,48,WORK,2340
CHILD TOO YOUNG FOR SCHOOL,1,EATOUT,4
CHILD TOO YOUNG FOR SCHOOL,1,ESCORT,109
CHILD TOO YOUNG FOR SCHOOL,1,HOME,444142
CHILD TOO YOUNG FOR SCHOOL,1,OTHDISCR,98
CHILD TOO YOUNG FOR SCHOOL,1,OTHMAINT,267
CHILD TOO YOUNG FOR SCHOOL,1,SCHOOL,223
CHILD TOO YOUNG FOR SCHOOL,1,SHOPPING,85
CHILD TOO YOUNG FOR SCHOOL,1,SOCIAL,40
CHILD TOO YOUNG FOR SCHOOL,2,EATOUT,23
CHILD TOO YOUNG FOR SCHOOL,2,ESCORT,196
CHILD TOO YOUNG FOR SCHOOL,2,HOME,443410
CHILD TOO YOUNG FOR SCHOOL,2,OTHDISCR,196
CHILD TOO YOUNG FOR SCHOOL,2,OTHMAINT,512
CHILD TOO YOUNG FOR SCHOOL,2,SCHOOL,378
CHILD TOO YOUNG FOR SCHOOL,2,SHOPPING,171
CHILD TOO YOUNG FOR SCHOOL,2,SOCIAL,100
CHILD TOO YOUNG FOR SCHOOL,3,EATOUT,43
CHILD TOO YOUNG FOR SCHOOL,3,ESCORT,193
CHILD TOO YOUNG FOR SCHOOL,3,HOME,442904
CHILD TOO YOUNG FOR SCHOOL,3,OTHDISCR,374
CHILD TOO YOUNG FOR SCHOOL,3,OTHMAINT,679
CHILD TOO YOUNG FOR SCHOOL,3,SCHOOL,468
CHILD TOO YOUNG FOR SCHOOL,3,SHOPPING,256
CHILD TOO YOUNG FOR SCHOOL,3,SOCIAL,183
CHILD TOO YOUNG FOR SCHOOL,4,EATOUT,283
CHILD TOO YOUNG FOR SCHOOL,4,ESCORT,305
CHILD TOO YOUNG FOR SCHOOL,4,HOME,442498
CHILD TOO YOUNG FOR SCHOOL,4,OTHDISCR,648
CHILD TOO YOUNG FOR SCHOOL,4,OTHMAINT,942
CHILD TOO YOUNG FOR SCHOOL,4,SCHOOL,516
CHILD TOO YOUNG FOR SCHOOL,4,SHOPPING,329
CHILD TOO YOUNG FOR SCHOOL,4,SOCIAL,302
CHILD TOO YOUNG FOR SCHOOL,5,EATOUT,507
CHILD TOO YOUNG FOR SCHOOL,5,ESCORT,540
CHILD TOO YOUNG FOR SCHOOL,5,HOME,441891
CHILD TOO YOUNG FOR SCHOOL,5,OTHDISCR,1667
CHILD TOO YOUNG FOR SCHOOL,5,OTHMAINT,1447
CHILD TOO YOUNG FOR SCHOOL,5,SCHOOL,564
CHILD TOO YOUNG FOR SCHOOL,5,SHOPPING,334
CHILD TOO YOUNG FOR SCHOOL,5,SOCIAL,441
CHILD TOO YOUNG FOR SCHOOL,6,EATOUT,630
CHILD TOO YOUNG FOR SCHOOL,6,ESCORT,1005
CHILD TOO YOUNG FOR SCHOOL,6,HOME,440594
CHILD TOO YOUNG FOR SCHOOL,6,OTHDISCR,2538
CHILD TOO YOUNG FOR SCHOOL,6,OTHMAINT,2142
CHILD TOO YOUNG FOR SCHOOL,6,SCHOOL,591
CHILD TOO YOUNG FOR SCHOOL,6,SHOPPING,427
CHILD TOO YOUNG FOR SCHOOL,6,SOCIAL,605
CHILD TOO YOUNG FOR SCHOOL,7,EATOUT,695
CHILD TOO YOUNG FOR SCHOOL,7,ESCORT,2163
CHILD TOO YOUNG FOR SCHOOL,7,HOME,440014
CHILD TOO YOUNG FOR SCHOOL,7,OTHDISCR,3166
CHILD TOO YOUNG FOR SCHOOL,7,OTHMAINT,3167
CHILD TOO YOUNG FOR SCHOOL,7,SCHOOL,4945
CHILD TOO YOUNG FOR SCHOOL,7,SHOPPING,726
CHILD TOO YOUNG FOR SCHOOL,7,SOCIAL,874
CHILD TOO YOUNG FOR SCHOOL,8,EATOUT,687
CHILD TOO YOUNG FOR SCHOOL,8,ESCORT,5773
CHILD TOO YOUNG FOR SCHOOL,8,HOME,435752
CHILD TOO YOUNG FOR SCHOOL,8,OTHDISCR,3518
CHILD TOO YOUNG FOR SCHOOL,8,OTHMAINT,4582
CHILD TOO YOUNG FOR SCHOOL,8,SCHOOL,23925
CHILD TOO YOUNG FOR SCHOOL,8,SHOPPING,1466
CHILD TOO YOUNG FOR SCHOOL,8,SOCIAL,1422
CHILD TOO YOUNG FOR SCHOOL,9,EATOUT,838
CHILD TOO YOUNG FOR SCHOOL,9,ESCORT,15968
CHILD TOO YOUNG FOR SCHOOL,9,HOME,416688
CHILD TOO YOUNG FOR SCHOOL,9,OTHDISCR,4141
CHILD TOO YOUNG FOR SCHOOL,9,OTHMAINT,6776
CHILD TOO YOUNG FOR SCHOOL,9,SCHOOL,73114
CHILD TOO YOUNG FOR SCHOOL,9,SHOPPING,3276
CHILD TOO YOUNG FOR SCHOOL,9,SOCIAL,2709
CHILD TOO YOUNG FOR SCHOOL,10,EATOUT,1059
CHILD TOO YOUNG FOR SCHOOL,10,ESCORT,27096
CHILD TOO YOUNG FOR SCHOOL,10,HOME,360373
CHILD TOO YOUNG FOR SCHOOL,10,OTHDISCR,4999
CHILD TOO YOUNG FOR SCHOOL,10,OTHMAINT,8245
CHILD TOO YOUNG FOR SCHOOL,10,SCHOOL,130678
CHILD TOO YOUNG FOR SCHOOL,10,SHOPPING,4880
CHILD TOO YOUNG FOR SCHOOL,10,SOCIAL,3961
CHILD TOO YOUNG FOR SCHOOL,11,EATOUT,1038
CHILD TOO YOUNG FOR SCHOOL,11,ESCORT,23786
CHILD TOO YOUNG FOR SCHOOL,11,HOME,293493
CHILD TOO YOUNG FOR SCHOOL,11,OTHDISCR,6420
CHILD TOO YOUNG FOR SCHOOL,11,OTHMAINT,8203
CHILD TOO YOUNG FOR SCHOOL,11,SCHOOL,158838
CHILD TOO YOUNG FOR SCHOOL,11,SHOPPING,4829
CHILD TOO YOUNG FOR SCHOOL,11,SOCIAL,4456
CHILD TOO YOUNG FOR SCHOOL,12,EATOUT,906
CHILD TOO YOUNG FOR SCHOOL,12,ESCORT,16286
CHILD TOO YOUNG FOR SCHOOL,12,HOME,262880
CHILD TOO YOUNG FOR SCHOOL,12,OTHDISCR,7913
CHILD TOO YOUNG FOR SCHOOL,12,OTHMAINT,7679
CHILD TOO YOUNG FOR SCHOOL,12,SCHOOL,166898
CHILD TOO YOUNG FOR SCHOOL,12,SHOPPING,4175
CHILD TOO YOUNG FOR SCHOOL,12,SOCIAL,4259
CHILD TOO YOUNG FOR SCHOOL,13,EATOUT,826
CHILD TOO YOUNG FOR SCHOOL,13,ESCORT,11534
CHILD TOO YOUNG FOR SCHOOL,13,HOME,252599
CHILD TOO YOUNG FOR SCHOOL,13,OTHDISCR,9955
CHILD TOO YOUNG FOR SCHOOL,13,OTHMAINT,8396
CHILD TOO YOUNG FOR SCHOOL,13,SCHOOL,170524
CHILD TOO YOUNG FOR SCHOOL,13,SHOPPING,4348
CHILD TOO YOUNG FOR SCHOOL,13,SOCIAL,4849
CHILD TOO YOUNG FOR SCHOOL,14,EATOUT,767
CHILD TOO YOUNG FOR SCHOOL,14,ESCORT,9769
CHILD TOO YOUNG FOR SCHOOL,14,HOME,245550
CHILD TOO YOUNG FOR SCHOOL,14,OTHDISCR,11572
CHILD TOO YOUNG FOR SCHOOL,14,OTHMAINT,9402
CHILD TOO YOUNG FOR SCHOOL,14,SCHOOL,172437
CHILD TOO YOUNG FOR SCHOOL,14,SHOPPING,4840
CHILD TOO YOUNG FOR SCHOOL,14,SOCIAL,5284
CHILD TOO YOUNG FOR SCHOOL,15,EATOUT,753
CHILD TOO YOUNG FOR SCHOOL,15,ESCORT,9208
CHILD TOO YOUNG FOR SCHOOL,15,HOME,240992
CHILD TOO YOUNG FOR SCHOOL,15,OTHDISCR,12585
CHILD TOO YOUNG FOR SCHOOL,15,OTHMAINT,11028
CHILD TOO YOUNG FOR SCHOOL,15,SCHOOL,173463
CHILD TOO YOUNG FOR SCHOOL,15,SHOPPING,6109
CHILD TOO YOUNG FOR SCHOOL,15,SOCIAL,5721
CHILD TOO YOUNG FOR SCHOOL,16,EATOUT,835
CHILD TOO YOUNG FOR SCHOOL,16,ESCORT,8956
CHILD TOO YOUNG FOR SCHOOL,16,HOME,236552
CHILD TOO YOUNG FOR SCHOOL,16,OTHDISCR,12827
CHILD TOO YOUNG FOR SCHOOL,16,OTHMAINT,11783
CHILD TOO YOUNG FOR SCHOOL,16,SCHOOL,173977
CHILD TOO YOUNG FOR SCHOOL,16,SHOPPING,7130
CHILD TOO YOUNG FOR SCHOOL,16,SOCIAL,6050
CHILD TOO YOUNG FOR SCHOOL,17,EATOUT,1177
CHILD TOO YOUNG FOR SCHOOL,17,ESCORT,8983
CHILD TOO YOUNG FOR SCHOOL,17,HOME,234767
CHILD TOO YOUNG FOR SCHOOL,17,OTHDISCR,12670
CHILD TOO YOUNG FOR SCHOOL,17,OTHMAINT,12198
CHILD TOO YOUNG FOR SCHOOL,17,SCHOOL,174058
CHILD TOO YOUNG FOR SCHOOL,17,SHOPPING,7797
CHILD TOO YOUNG FOR SCHOOL,17,SOCIAL,6427
CHILD TOO YOUNG FOR SCHOOL,18,EATOUT,1822
CHILD TOO YOUNG FOR SCHOOL,18,ESCORT,9205
CHILD TOO YOUNG FOR SCHOOL,18,HOME,233844
CHILD TOO YOUNG FOR SCHOOL,18,OTHDISCR,12266
CHILD TOO YOUNG FOR SCHOOL,18,OTHMAINT,12151
CHILD TOO YOUNG FOR SCHOOL,18,SCHOOL,173951
CHILD TOO YOUNG FOR SCHOOL,18,SHOPPING,7971
CHILD TOO YOUNG FOR SCHOOL,18,SOCIAL,6860
CHILD TOO YOUNG FOR SCHOOL,19,EATOUT,2315
CHILD TOO YOUNG FOR SCHOOL,19,ESCORT,9278
CHILD TOO YOUNG FOR SCHOOL,19,HOME,233751
CHILD TOO YOUNG FOR SCHOOL,19,OTHDISCR,11764
CHILD TOO YOUNG FOR SCHOOL,19,OTHMAINT,11982
CHILD TOO YOUNG FOR SCHOOL,19,SCHOOL,173521
CHILD TOO YOUNG FOR SCHOOL,19,SHOPPING,8084
CHILD TOO YOUNG FOR SCHOOL,19,SOCIAL,7173
CHILD TOO YOUNG FOR SCHOOL,20,EATOUT,2754
CHILD TOO YOUNG FOR SCHOOL,20,ESCORT,9648
CHILD TOO YOUNG FOR SCHOOL,20,HOME,234501
CHILD TOO YOUNG FOR SCHOOL,20,OTHDISCR,11226
CHILD TOO YOUNG FOR SCHOOL,20,OTHMAINT,11485
CHILD TOO YOUNG FOR SCHOOL,20,SCHOOL,172923
CHILD TOO YOUNG FOR SCHOOL,20,SHOPPING,7874
CHILD TOO YOUNG FOR SCHOOL,20,SOCIAL,7325
CHILD TOO YOUNG FOR SCHOOL,21,EATOUT,2759
CHILD TOO YOUNG FOR SCHOOL,21,ESCORT,10254
CHILD TOO YOUNG FOR SCHOOL,21,HOME,236095
CHILD TOO YOUNG FOR SCHOOL,21,OTHDISCR,10822
CHILD TOO YOUNG FOR SCHOOL,21,OTHMAINT,11343
CHILD TOO YOUNG FOR SCHOOL,21,SCHOOL,172104
CHILD TOO YOUNG FOR SCHOOL,21,SHOPPING,7643
CHILD TOO YOUNG FOR SCHOOL,21,SOCIAL,7485
CHILD TOO YOUNG FOR SCHOOL,22,EATOUT,2390
CHILD TOO YOUNG FOR SCHOOL,22,ESCORT,11935
