PERSON_TYPE,PER,ORIG_PURPOSE,QUANTITY
CHILD AGE 0 TO 4,5,SHOP,0.0
CHILD AGE 0 TO 4,5,MEAL,0.0
CHILD AGE 0 TO 4,5,SOC AND REC,77.0363
CHILD AGE 0 TO 4,6,HOME,142969.132678
CHILD AGE 0 TO 4,6,WORK,0.0
CHILD AGE 0 TO 4,6,SCHOOL,0.0
CHILD AGE 0 TO 4,6,ESCORT,0.0
CHILD AGE 0 TO 4,6,PERS-BUS AND MED,0.0
CHILD AGE 0 TO 4,6,SHOP,0.0
CHILD AGE 0 TO 4,6,MEAL,0.0
CHILD AGE 0 TO 4,6,SOC AND REC,77.0363
CHILD AGE 0 TO 4,7,HOME,146202.123184
CHILD AGE 0 TO 4,7,WORK,0.0
CHILD AGE 0 TO 4,7,SCHOOL,0.0
CHILD AGE 0 TO 4,7,ESCORT,0.0
CHILD AGE 0 TO 4,7,PERS-BUS AND MED,0.0
CHILD AGE 0 TO 4,7,SHOP,0.0
CHILD AGE 0 TO 4,7,MEAL,0.0
CHILD AGE 0 TO 4,7,SOC AND REC,77.0363
CHILD AGE 0 TO 4,8,HOME,157196.426521
CHILD AGE 0 TO 4,8,WORK,0.0
CHILD AGE 0 TO 4,8,SCHOOL,10.34765
CHILD AGE 0 TO 4,8,ESCORT,0.0
CHILD AGE 0 TO 4,8,PERS-BUS AND MED,0.0
CHILD AGE 0 TO 4,8,SHOP,0.0
CHILD AGE 0 TO 4,8,MEAL,0.0
CHILD AGE 0 TO 4,8,SOC AND REC,0.0
CHILD AGE 0 TO 4,9,HOME,152270.375802
CHILD AGE 0 TO 4,9,WORK,0.0
CHILD AGE 0 TO 4,9,SCHOOL,127.755294
CHILD AGE 0 TO 4,9,ESCORT,0.0
CHILD AGE 0 TO 4,9,PERS-BUS AND MED,0.0
CHILD AGE 0 TO 4,9,SHOP,0.0
CHILD AGE 0 TO 4,9,MEAL,0.0
CHILD AGE 0 TO 4,9,SOC AND REC,0.0
CHILD AGE 0 TO 4,10,HOME,146092.48173
CHILD AGE 0 TO 4,10,WORK,0.0
CHILD AGE 0 TO 4,10,SCHOOL,649.936191
CHILD AGE 0 TO 4,10,ESCORT,15.051861
CHILD AGE 0 TO 4,10,PERS-BUS AND MED,0.0
CHILD AGE 0 TO 4,10,SHOP,123.146
CHILD AGE 0 TO 4,10,MEAL,0.0
CHILD AGE 0 TO 4,10,SOC AND REC,0.0
CHILD AGE 0 TO 4,11,HOME,145914.147846
CHILD AGE 0 TO 4,11,WORK,275.275234
CHILD AGE 0 TO 4,11,SCHOOL,3070.847045
CHILD AGE 0 TO 4,11,ESCORT,196.18975
CHILD AGE 0 TO 4,11,PERS-BUS AND MED,121.113
CHILD AGE 0 TO 4,11,SHOP,0.0
CHILD AGE 0 TO 4,11,MEAL,377.686985
CHILD AGE 0 TO 4,11,SOC AND REC,0.0
CHILD AGE 0 TO 4,12,HOME,155449.272639
CHILD AGE 0 TO 4,12,WORK,358.597303
CHILD AGE 0 TO 4,12,SCHOOL,7805.333048
CHILD AGE 0 TO 4,12,ESCORT,1597.143616
CHILD AGE 0 TO 4,12,PERS-BUS AND MED,51.69315
CHILD AGE 0 TO 4,12,SHOP,92.89476
CHILD AGE 0 TO 4,12,MEAL,31.581708
CHILD AGE 0 TO 4,12,SOC AND REC,228.127016
CHILD AGE 0 TO 4,13,HOME,154163.190472
CHILD AGE 0 TO 4,13,WORK,1314.863674
CHILD AGE 0 TO 4,13,SCHOOL,13874.532269
CHILD AGE 0 TO 4,13,ESCORT,2080.875302
CHILD AGE 0 TO 4,13,PERS-BUS AND MED,185.255112
CHILD AGE 0 TO 4,13,SHOP,848.333266
CHILD AGE 0 TO 4,13,MEAL,394.5025
CHILD AGE 0 TO 4,13,SOC AND REC,423.46562
CHILD AGE 0 TO 4,14,HOME,156608.275851
CHILD AGE 0 TO 4,14,WORK,1448.810511
CHILD AGE 0 TO 4,14,SCHOOL,15729.836848
CHILD AGE 0 TO 4,14,ESCORT,1316.711616
CHILD AGE 0 TO 4,14,PERS-BUS AND MED,737.83632
CHILD AGE 0 TO 4,14,SHOP,369.326064
CHILD AGE 0 TO 4,14,MEAL,667.522
CHILD AGE 0 TO 4,14,SOC AND REC,4643.235557
CHILD AGE 0 TO 4,15,HOME,159914.084608
CHILD AGE 0 TO 4,15,WORK,1311.09795
CHILD AGE 0 TO 4,15,SCHOOL,17735.236078
CHILD AGE 0 TO 4,15,ESCORT,780.6503
CHILD AGE 0 TO 4,15,PERS-BUS AND MED,4473.962428
CHILD AGE 0 TO 4,15,SHOP,1324.272892
CHILD AGE 0 TO 4,15,MEAL,0.0
CHILD AGE 0 TO 4,15,SOC AND REC,4990.356121
CHILD AGE 0 TO 4,16,HOME,156570.952442
CHILD AGE 0 TO 4,16,WORK,2181.896161
CHILD AGE 0 TO 4,16,SCHOOL,17991.981218
CHILD AGE 0 TO 4,16,ESCORT,775.4488
CHILD AGE 0 TO 4,16,PERS-BUS AND MED,4330.010972
CHILD AGE 0 TO 4,16,SHOP,3241.877475
CHILD AGE 0 TO 4,16,MEAL,0.0
CHILD AGE 0 TO 4,16,SOC AND REC,5671.644703
CHILD AGE 0 TO 4,17,HOME,166706.105865
CHILD AGE 0 TO 4,17,WORK,2181.896161
CHILD AGE 0 TO 4,17,SCHOOL,19107.624143
CHILD AGE 0 TO 4,17,ESCORT,885.00895
CHILD AGE 0 TO 4,17,PERS-BUS AND MED,4826.509012
CHILD AGE 0 TO 4,17,SHOP,3102.844723
CHILD AGE 0 TO 4,17,MEAL,0.0
CHILD AGE 0 TO 4,17,SOC AND REC,5194.109087
CHILD AGE 0 TO 4,18,HOME,170072.075877
CHILD AGE 0 TO 4,18,WORK,2065.87425
CHILD AGE 0 TO 4,18,SCHOOL,19088.368129
CHILD AGE 0 TO 4,18,ESCORT,909.848466
CHILD AGE 0 TO 4,18,PERS-BUS AND MED,4884.901752
CHILD AGE 0 TO 4,18,SHOP,3899.562487
CHILD AGE 0 TO 4,18,MEAL,271.922
CHILD AGE 0 TO 4,18,SOC AND REC,6891.968958
CHILD AGE 0 TO 4,19,HOME,167653.162201
CHILD AGE 0 TO 4,19,WORK,2065.87425
CHILD AGE 0 TO 4,19,SCHOOL,19639.3621
CHILD AGE 0 TO 4,19,ESCORT,1563.210809
CHILD AGE 0 TO 4,19,PERS-BUS AND MED,4646.276094
CHILD AGE 0 TO 4,19,SHOP,5064.3947
CHILD AGE 0 TO 4,19,MEAL,510.119875
CHILD AGE 0 TO 4,19,SOC AND REC,6721.993085
CHILD AGE 0 TO 4,20,HOME,158849.68007
CHILD AGE 0 TO 4,20,WORK,2108.4081
CHILD AGE 0 TO 4,20,SCHOOL,16958.221882
CHILD AGE 0 TO 4,20,ESCORT,853.988491
CHILD AGE 0 TO 4,20,PERS-BUS AND MED,917.519869
CHILD AGE 0 TO 4,20,SHOP,1981.684918
CHILD AGE 0 TO 4,20,MEAL,1391.853581
CHILD AGE 0 TO 4,20,SOC AND REC,6322.940347
CHILD AGE 0 TO 4,21,HOME,149983.719528
CHILD AGE 0 TO 4,21,WORK,2108.4081
CHILD AGE 0 TO 4,21,SCHOOL,16777.441073
CHILD AGE 0 TO 4,21,ESCORT,1654.891041
CHILD AGE 0 TO 4,21,PERS-BUS AND MED,826.480241
CHILD AGE 0 TO 4,21,SHOP,1507.611993
CHILD AGE 0 TO 4,21,MEAL,2253.637731
CHILD AGE 0 TO 4,21,SOC AND REC,6803.352185
CHILD AGE 0 TO 4,22,HOME,153949.726644
CHILD AGE 0 TO 4,22,WORK,2189.4601
CHILD AGE 0 TO 4,22,SCHOOL,16270.730092
CHILD AGE 0 TO 4,22,ESCORT,2929.707591
CHILD AGE 0 TO 4,22,PERS-BUS AND MED,1903.202311
CHILD AGE 0 TO 4,22,SHOP,1756.775972
CHILD AGE 0 TO 4,22,MEAL,2783.961421
CHILD AGE 0 TO 4,22,SOC AND REC,6577.014391
CHILD AGE 0 TO 4,23,HOME,143038.507415
CHILD AGE 0 TO 4,23,WORK,2227.97825
CHILD AGE 0 TO 4,23,SCHOOL,16278.664488
CHILD AGE 0 TO 4,23,ESCORT,2396.545416
CHILD AGE 0 TO 4,23,PERS-BUS AND MED,4470.775736
CHILD AGE 0 TO 4,23,SHOP,1684.9685
CHILD AGE 0 TO 4,23,MEAL,2224.623754
CHILD AGE 0 TO 4,23,SOC AND REC,4862.513165
CHILD AGE 0 TO 4,24,HOME,139677.330849
CHILD AGE 0 TO 4,24,WORK,2220.565139
CHILD AGE 0 TO 4,24,SCHOOL,16290.001024
CHILD AGE 0 TO 4,24,ESCORT,3437.982741
CHILD AGE 0 TO 4,24,PERS-BUS AND MED,3933.221313
CHILD AGE 0 TO 4,24,SHOP,1778.151325
CHILD AGE 0 TO 4,24,MEAL,675.304935
CHILD AGE 0 TO 4,24,SOC AND REC,3920.95767
CHILD AGE 0 TO 4,25,HOME,129394.426698
CHILD AGE 0 TO 4,25,WORK,2625.554323
CHILD AGE 0 TO 4,25,SCHOOL,16140.926706
CHILD AGE 0 TO 4,25,ESCORT,1738.193329
CHILD AGE 0 TO 4,25,PERS-BUS AND MED,4924.440413
CHILD AGE 0 TO 4,25,SHOP,4170.780253
CHILD AGE 0 TO 4,25,MEAL,514.2608
CHILD AGE 0 TO 4,25,SOC AND REC,1148.368251
CHILD AGE 0 TO 4,26,HOME,121075.185019
CHILD AGE 0 TO 4,26,WORK,948.371173
CHILD AGE 0 TO 4,26,SCHOOL,13588.628229
CHILD AGE 0 TO 4,26,ESCORT,5460.594175
CHILD AGE 0 TO 4,26,PERS-BUS AND MED,4071.264341
CHILD AGE 0 TO 4,26,SHOP,4669.644937
CHILD AGE 0 TO 4,26,MEAL,383.4758
CHILD AGE 0 TO 4,26,SOC AND REC,1209.766413
CHILD AGE 0 TO 4,27,HOME,129931.173625
CHILD AGE 0 TO 4,27,WORK,948.371173
CHILD AGE 0 TO 4,27,SCHOOL,13345.715334
CHILD AGE 0 TO 4,27,ESCORT,2018.428441
CHILD AGE 0 TO 4,27,PERS-BUS AND MED,8182.905266
CHILD AGE 0 TO 4,27,SHOP,4491.121318
CHILD AGE 0 TO 4,27,MEAL,1303.480325
CHILD AGE 0 TO 4,27,SOC AND REC,1182.387381
CHILD AGE 0 TO 4,28,HOME,130830.834536
CHILD AGE 0 TO 4,28,WORK,1191.207694
CHILD AGE 0 TO 4,28,SCHOOL,12362.770699
CHILD AGE 0 TO 4,28,ESCORT,3275.427175
CHILD AGE 0 TO 4,28,PERS-BUS AND MED,6596.986037
CHILD AGE 0 TO 4,28,SHOP,1090.025427
CHILD AGE 0 TO 4,28,MEAL,161.3388
CHILD AGE 0 TO 4,28,SOC AND REC,2719.626299
CHILD AGE 0 TO 4,29,HOME,136605.12723
CHILD AGE 0 TO 4,29,WORK,924.757175
CHILD AGE 0 TO 4,29,SCHOOL,11872.845741
CHILD AGE 0 TO 4,29,ESCORT,2008.811816
CHILD AGE 0 TO 4,29,PERS-BUS AND MED,1913.962942
CHILD AGE 0 TO 4,29,SHOP,5000.061092
CHILD AGE 0 TO 4,29,MEAL,960.739595
CHILD AGE 0 TO 4,29,SOC AND REC,3432.195809
CHILD AGE 0 TO 4,30,HOME,141903.480803
CHILD AGE 0 TO 4,30,WORK,865.476804
CHILD AGE 0 TO 4,30,SCHOOL,4584.044682
CHILD AGE 0 TO 4,30,ESCORT,2367.249141
CHILD AGE 0 TO 4,30,PERS-BUS AND MED,3027.337938
CHILD AGE 0 TO 4,30,SHOP,3342.300246
CHILD AGE 0 TO 4,30,MEAL,3880.67825
CHILD AGE 0 TO 4,30,SOC AND REC,5237.770843
CHILD AGE 0 TO 4,31,HOME,144650.596323
CHILD AGE 0 TO 4,31,WORK,125.491677
CHILD AGE 0 TO 4,31,SCHOOL,3870.765023
CHILD AGE 0 TO 4,31,ESCORT,3241.697391
CHILD AGE 0 TO 4,31,PERS-BUS AND MED,2029.516334
CHILD AGE 0 TO 4,31,SHOP,2542.941835
CHILD AGE 0 TO 4,31,MEAL,1185.105304
CHILD AGE 0 TO 4,31,SOC AND REC,5581.4826
CHILD AGE 0 TO 4,32,HOME,141648.969624
CHILD AGE 0 TO 4,32,WORK,103.801027
CHILD AGE 0 TO 4,32,SCHOOL,3591.255539
CHILD AGE 0 TO 4,32,ESCORT,2169.317091
CHILD AGE 0 TO 4,32,PERS-BUS AND MED,3140.361867
CHILD AGE 0 TO 4,32,SHOP,2061.972979
CHILD AGE 0 TO 4,32,MEAL,2891.679446
CHILD AGE 0 TO 4,32,SOC AND REC,5803.005575
CHILD AGE 0 TO 4,33,HOME,139817.795965
CHILD AGE 0 TO 4,33,WORK,42.157259
CHILD AGE 0 TO 4,33,SCHOOL,3268.771385
CHILD AGE 0 TO 4,33,ESCORT,3043.894791
CHILD AGE 0 TO 4,33,PERS-BUS AND MED,1425.534164
CHILD AGE 0 TO 4,33,SHOP,2734.185168
CHILD AGE 0 TO 4,33,MEAL,3070.857793
CHILD AGE 0 TO 4,33,SOC AND REC,7641.108421
CHILD AGE 0 TO 4,34,HOME,141914.389307
CHILD AGE 0 TO 4,34,WORK,42.157259
CHILD AGE 0 TO 4,34,SCHOOL,1639.089124
CHILD AGE 0 TO 4,34,ESCORT,2216.608825
CHILD AGE 0 TO 4,34,PERS-BUS AND MED,1795.290714
CHILD AGE 0 TO 4,34,SHOP,2965.133492
CHILD AGE 0 TO 4,34,MEAL,2775.257893
CHILD AGE 0 TO 4,34,SOC AND REC,3519.303036
CHILD AGE 0 TO 4,35,HOME,140117.904625
CHILD AGE 0 TO 4,35,WORK,8.004675
CHILD AGE 0 TO 4,35,SCHOOL,1604.549774
CHILD AGE 0 TO 4,35,ESCORT,1105.2347
CHILD AGE 0 TO 4,35,PERS-BUS AND MED,2724.542314
CHILD AGE 0 TO 4,35,SHOP,3547.414392
CHILD AGE 0 TO 4,35,MEAL,2778.151193
CHILD AGE 0 TO 4,35,SOC AND REC,2524.402801
CHILD AGE 0 TO 4,36,HOME,149490.322308
CHILD AGE 0 TO 4,36,WORK,8.004675
CHILD AGE 0 TO 4,36,SCHOOL,1471.143449
CHILD AGE 0 TO 4,36,ESCORT,806.5872
CHILD AGE 0 TO 4,36,PERS-BUS AND MED,1932.870639
CHILD AGE 0 TO 4,36,SHOP,27.491184
CHILD AGE 0 TO 4,36,MEAL,2701.86694
CHILD AGE 0 TO 4,36,SOC AND REC,1854.490566
CHILD AGE 0 TO 4,37,HOME,142752.786032
CHILD AGE 0 TO 4,37,WORK,8.004675
CHILD AGE 0 TO 4,37,SCHOOL,1343.106624
CHILD AGE 0 TO 4,37,ESCORT,806.5872
CHILD AGE 0 TO 4,37,PERS-BUS AND MED,1985.721717
CHILD AGE 0 TO 4,37,SHOP,0.0
CHILD AGE 0 TO 4,37,MEAL,790.313004
CHILD AGE 0 TO 4,37,SOC AND REC,807.932695
CHILD AGE 0 TO 4,38,HOME,140612.459363
CHILD AGE 0 TO 4,38,WORK,8.004675
CHILD AGE 0 TO 4,38,SCHOOL,1166.433649
CHILD AGE 0 TO 4,38,ESCORT,806.5872
CHILD AGE 0 TO 4,38,PERS-BUS AND MED,1194.369964
CHILD AGE 0 TO 4,38,SHOP,0.0
CHILD AGE 0 TO 4,38,MEAL,156.8409
CHILD AGE 0 TO 4,38,SOC AND REC,470.430195
CHILD AGE 0 TO 4,39,HOME,145954.285115
CHILD AGE 0 TO 4,39,WORK,8.004675
CHILD AGE 0 TO 4,39,SCHOOL,1013.997149
CHILD AGE 0 TO 4,39,ESCORT,806.5872
CHILD AGE 0 TO 4,39,PERS-BUS AND MED,1194.369964
CHILD AGE 0 TO 4,39,SHOP,0.0
CHILD AGE 0 TO 4,39,MEAL,115.30805
CHILD AGE 0 TO 4,39,SOC AND REC,570.602745
CHILD AGE 0 TO 4,40,HOME,145467.342416
CHILD AGE 0 TO 4,40,WORK,8.004675
CHILD AGE 0 TO 4,40,SCHOOL,1013.997149
CHILD AGE 0 TO 4,40,ESCORT,806.5872
CHILD AGE 0 TO 4,40,PERS-BUS AND MED,1117.204189
CHILD AGE 0 TO 4,40,SHOP,0.0
CHILD AGE 0 TO 4,40,MEAL,84.1238
CHILD AGE 0 TO 4,40,SOC AND REC,208.06895
CHILD AGE 0 TO 4,41,HOME,138795.466952
CHILD AGE 0 TO 4,41,WORK,8.004675
CHILD AGE 0 TO 4,41,SCHOOL,1013.997149
CHILD AGE 0 TO 4,41,ESCORT,806.5872
CHILD AGE 0 TO 4,41,PERS-BUS AND MED,1128.435214
CHILD AGE 0 TO 4,41,SHOP,0.0
CHILD AGE 0 TO 4,41,MEAL,84.1238
CHILD AGE 0 TO 4,41,SOC AND REC,208.06895
CHILD AGE 0 TO 4,42,HOME,137029.033184
CHILD AGE 0 TO 4,42,WORK,8.004675
CHILD AGE 0 TO 4,42,SCHOOL,1013.997149
CHILD AGE 0 TO 4,42,ESCORT,806.5872
CHILD AGE 0 TO 4,42,PERS-BUS AND MED,1105.973164
CHILD AGE 0 TO 4,42,SHOP,0.0
CHILD AGE 0 TO 4,42,MEAL,84.1238
CHILD AGE 0 TO 4,42,SOC AND REC,208.06895
CHILD AGE 0 TO 4,43,HOME,143888.803577
CHILD AGE 0 TO 4,43,WORK,8.004675
CHILD AGE 0 TO 4,43,SCHOOL,1013.997149
CHILD AGE 0 TO 4,43,ESCORT,806.5872
CHILD AGE 0 TO 4,43,PERS-BUS AND MED,1105.973164
CHILD AGE 0 TO 4,43,SHOP,0.0
CHILD AGE 0 TO 4,43,MEAL,84.1238
CHILD AGE 0 TO 4,43,SOC AND REC,208.06895
CHILD AGE 0 TO 4,44,HOME,139388.298524
CHILD AGE 0 TO 4,44,WORK,8.004675
CHILD AGE 0 TO 4,44,SCHOOL,1013.997149
CHILD AGE 0 TO 4,44,ESCORT,806.5872
CHILD AGE 0 TO 4,44,PERS-BUS AND MED,1105.973164
CHILD AGE 0 TO 4,44,SHOP,0.0
CHILD AGE 0 TO 4,44,MEAL,84.1238
CHILD AGE 0 TO 4,44,SOC AND REC,208.06895
CHILD AGE 0 TO 4,45,HOME,147814.589792
CHILD AGE 0 TO 4,45,WORK,8.004675
CHILD AGE 0 TO 4,45,SCHOOL,1013.997149
CHILD AGE 0 TO 4,45,ESCORT,806.5872
CHILD AGE 0 TO 4,45,PERS-BUS AND MED,1105.973164
CHILD AGE 0 TO 4,45,SHOP,0.0
CHILD AGE 0 TO 4,45,MEAL,84.1238
CHILD AGE 0 TO 4,45,SOC AND REC,208.06895
CHILD AGE 0 TO 4,46,HOME,142696.338611
CHILD AGE 0 TO 4,46,WORK,8.004675
CHILD AGE 0 TO 4,46,SCHOOL,1013.997149
CHILD AGE 0 TO 4,46,ESCORT,806.5872
CHILD AGE 0 TO 4,46,PERS-BUS AND MED,1105.973164
CHILD AGE 0 TO 4,46,SHOP,0.0
CHILD AGE 0 TO 4,46,MEAL,84.1238
CHILD AGE 0 TO 4,46,SOC AND REC,208.06895
CHILD AGE 0 TO 4,47,HOME,76528.330485
CHILD AGE 0 TO 4,47,WORK,0.0
CHILD AGE 0 TO 4,47,SCHOOL,0.0
CHILD AGE 0 TO 4,47,ESCORT,0.0
CHILD AGE 0 TO 4,47,PERS-BUS AND MED,0.0
CHILD AGE 0 TO 4,47,SHOP,0.0
CHILD AGE 0 TO 4,47,MEAL,0.0
CHILD AGE 0 TO 4,47,SOC AND REC,0.0
CHILD AGE 0 TO 4,48,HOME,71776.414231
CHILD AGE 0 TO 4,48,WORK,0.0
CHILD AGE 0 TO 4,48,SCHOOL,0.0
CHILD AGE 0 TO 4,48,ESCORT,0.0
CHILD AGE 0 TO 4,48,PERS-BUS AND MED,0.0
CHILD AGE 0 TO 4,48,SHOP,0.0
CHILD AGE 0 TO 4,48,MEAL,0.0
CHILD AGE 0 TO 4,48,SOC AND REC,0.0
CHILD AGE 0 TO 4,49,HOME,75684.404674
CHILD AGE 0 TO 4,49,WORK,0.0
CHILD AGE 0 TO 4,49,SCHOOL,0.0
CHILD AGE 0 TO 4,49,ESCORT,0.0
CHILD AGE 0 TO 4,49,PERS-BUS AND MED,0.0
CHILD AGE 0 TO 4,49,SHOP,0.0
CHILD AGE 0 TO 4,49,MEAL,0.0
CHILD AGE 0 TO 4,49,SOC AND REC,0.0
CHILD AGE 16 PLUS,1,HOME,61523.401876
CHILD AGE 16 PLUS,1,WORK,0.0
CHILD AGE 16 PLUS,1,SCHOOL,0.0
CHILD AGE 16 PLUS,1,ESCORT,0.0
CHILD AGE 16 PLUS,1,PERS-BUS AND MED,0.0
CHILD AGE 16 PLUS,1,SHOP,0.0
CHILD AGE 16 PLUS,1,MEAL,0.0
CHILD AGE 16 PLUS,1,SOC AND REC,0.0
CHILD AGE 16 PLUS,2,HOME,62958.235428
CHILD AGE 16 PLUS,2,WORK,0.0
CHILD AGE 16 PLUS,2,SCHOOL,0.0
CHILD AGE 16 PLUS,2,ESCORT,0.0
CHILD AGE 16 PLUS,2,PERS-BUS AND MED,0.0
CHILD AGE 16 PLUS,2,SHOP,0.0
CHILD AGE 16 PLUS,2,MEAL,0.0
CHILD AGE 16 PLUS,2,SOC AND REC,0.0
CHILD AGE 16 PLUS,3,HOME,67009.51019
CHILD AGE 16 PLUS,3,WORK,0.0
CHILD AGE 16 PLUS,3,SCHOOL,0.0
CHILD AGE 16 PLUS,3,ESCORT,0.0
CHILD AGE 16 PLUS,3,PERS-BUS AND MED,0.0
CHILD AGE 16 PLUS,3,SHOP,0.0
CHILD AGE 16 PLUS,3,MEAL,0.0
CHILD AGE 16 PLUS,3,SOC AND REC,0.0
CHILD AGE 16 PLUS,4,HOME,67559.394306
CHILD AGE 16 PLUS,4,WORK,0.0
CHILD AGE 16 PLUS,4,SCHOOL,0.0
CHILD AGE 16 PLUS,4,ESCORT,0.0
CHILD AGE 16 PLUS,4,PERS-BUS AND MED,0.0
CHILD AGE 16 PLUS,4,SHOP,0.0
CHILD AGE 16 PLUS,4,MEAL,0.0
CHILD AGE 16 PLUS,4,SOC AND REC,0.0
CHILD AGE 16 PLUS,5,HOME,64534.238222
CHILD AGE 16 PLUS,5,WORK,0.0
CHILD AGE 16 PLUS,5,SCHOOL,0.0
CHILD AGE 16 PLUS,5,ESCORT,0.0
CHILD AGE 16 PLUS,5,PERS-BUS AND MED,0.0
CHILD AGE 16 PLUS,5,SHOP,0.0
CHILD AGE 16 PLUS,5,MEAL,0.0
CHILD AGE 16 PLUS,5,SOC AND REC,0.0
CHILD AGE 16 PLUS,6,HOME,62565.431576
CHILD AGE 16 PLUS,6,WORK,0.0
CHILD AGE 16 PLUS,6,SCHOOL,0.0
CHILD AGE 16 PLUS,6,ESCORT,0.0
CHILD AGE 16 PLUS,6,PERS-BUS AND MED,0.0
CHILD AGE 16 PLUS,6,SHOP,0.0
CHILD AGE 16 PLUS,6,MEAL,0.0
CHILD AGE 16 PLUS,6,SOC AND REC,0.0
CHILD AGE 16 PLUS,7,HOME,61856.768362
CHILD AGE 16 PLUS,7,WORK,0.0
CHILD AGE 16 PLUS,7,SCHOOL,11.024997
CHILD AGE 16 PLUS,7,ESCORT,0.0
CHILD AGE 16 PLUS,7,PERS-BUS AND MED,0.0
CHILD AGE 16 PLUS,7,SHOP,0.0
CHILD AGE 16 PLUS,7,MEAL,0.0
CHILD AGE 16 PLUS,7,SOC AND REC,0.0
CHILD AGE 16 PLUS,8,HOME,62432.945173
CHILD AGE 16 PLUS,8,WORK,0.0
CHILD AGE 16 PLUS,8,SCHOOL,11.024997
CHILD AGE 16 PLUS,8,ESCORT,0.0
CHILD AGE 16 PLUS,8,PERS-BUS AND MED,0.0
CHILD AGE 16 PLUS,8,SHOP,0.0
CHILD AGE 16 PLUS,8,MEAL,0.0
CHILD AGE 16 PLUS,8,SOC AND REC,0.0
CHILD AGE 16 PLUS,9,HOME,61927.388698
CHILD AGE 16 PLUS,9,WORK,0.0
CHILD AGE 16 PLUS,9,SCHOOL,345.744097
CHILD AGE 16 PLUS,9,ESCORT,0.0
CHILD AGE 16 PLUS,9,PERS-BUS AND MED,0.0
CHILD AGE 16 PLUS,9,SHOP,193.955
CHILD AGE 16 PLUS,9,MEAL,0.0
CHILD AGE 16 PLUS,9,SOC AND REC,0.0
CHILD AGE 16 PLUS,10,HOME,63455.049977
CHILD AGE 16 PLUS,10,WORK,483.783
CHILD AGE 16 PLUS,10,SCHOOL,2384.585996
CHILD AGE 16 PLUS,10,ESCORT,0.0
CHILD AGE 16 PLUS,10,PERS-BUS AND MED,0.0
CHILD AGE 16 PLUS,10,SHOP,0.0
CHILD AGE 16 PLUS,10,MEAL,0.0
CHILD AGE 16 PLUS,10,SOC AND REC,0.0
CHILD AGE 16 PLUS,11,HOME,59179.659812
CHILD AGE 16 PLUS,11,WORK,679.32512
CHILD AGE 16 PLUS,11,SCHOOL,12048.757534
CHILD AGE 16 PLUS,11,ESCORT,0.0
CHILD AGE 16 PLUS,11,PERS-BUS AND MED,724.564344
CHILD AGE 16 PLUS,11,SHOP,0.0
CHILD AGE 16 PLUS,11,MEAL,0.0
CHILD AGE 16 PLUS,11,SOC AND REC,0.0
CHILD AGE 16 PLUS,12,HOME,61835.698247
CHILD AGE 16 PLUS,12,WORK,870.37052
CHILD AGE 16 PLUS,12,SCHOOL,18765.566009
CHILD AGE 16 PLUS,12,ESCORT,0.0
CHILD AGE 16 PLUS,12,PERS-BUS AND MED,812.852094
CHILD AGE 16 PLUS,12,SHOP,67.305
CHILD AGE 16 PLUS,12,MEAL,0.0
CHILD AGE 16 PLUS,12,SOC AND REC,0.0
CHILD AGE 16 PLUS,13,HOME,64061.631313
